Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-14,21:43:49,30.80,65.00,341.43,7.88,3.15,5.25,261.29,26.26,52.53,80,48,80,100.00,No
2,2025-02-14,21:43:51,30.80,65.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
3,2025-02-14,21:43:53,30.80,65.00,339.56,7.84,3.13,5.22,260.19,26.12,52.24,80,48,80,100.00,No
4,2025-02-14,21:43:56,30.80,65.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
5,2025-02-14,21:43:58,30.80,65.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
6,2025-02-14,21:44:00,30.80,65.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
7,2025-02-14,21:44:02,30.80,65.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
8,2025-02-14,21:44:04,30.80,65.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
9,2025-02-14,21:44:06,30.80,65.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
10,2025-02-14,21:44:08,30.80,65.00,341.43,7.88,3.15,5.25,261.29,26.26,52.53,80,48,80,100.00,No
11,2025-02-14,21:44:10,30.80,65.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
12,2025-02-14,21:44:13,30.80,65.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
13,2025-02-14,21:44:15,30.80,65.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
14,2025-02-14,21:44:17,30.80,65.00,336.78,7.77,3.11,5.18,258.55,25.91,51.81,80,47,80,100.00,No
15,2025-02-14,21:44:19,30.80,65.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
16,2025-02-14,21:44:21,30.80,65.00,339.56,7.84,3.13,5.22,260.19,26.12,52.24,80,48,80,100.00,No
17,2025-02-14,21:44:23,30.80,65.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
18,2025-02-14,21:44:25,30.80,65.00,339.56,7.84,3.13,5.22,260.19,26.12,52.24,80,48,80,100.00,No
19,2025-02-14,21:44:27,30.80,65.00,339.56,7.84,3.13,5.22,260.19,26.12,52.24,80,48,80,100.00,No
20,2025-02-14,21:44:30,30.80,65.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
21,2025-02-14,21:44:32,30.80,65.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
22,2025-02-14,21:44:34,30.80,65.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
23,2025-02-14,21:44:36,30.80,65.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
24,2025-02-14,21:44:38,30.80,65.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
25,2025-02-14,21:44:40,30.80,65.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
26,2025-02-14,21:44:42,30.80,65.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
27,2025-02-14,21:44:44,30.80,65.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
28,2025-02-14,21:44:47,30.80,65.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
29,2025-02-14,21:44:49,30.80,65.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
30,2025-02-14,21:44:51,30.80,65.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
31,2025-02-14,21:44:53,30.80,65.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
32,2025-02-14,21:44:55,30.70,65.00,339.56,7.84,3.13,5.22,260.19,26.12,52.24,80,48,80,100.00,No
33,2025-02-14,21:44:57,30.70,65.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
34,2025-02-14,21:44:59,30.70,65.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
35,2025-02-14,21:45:01,30.70,65.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
36,2025-02-14,21:45:03,30.70,65.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
37,2025-02-14,21:45:06,30.70,65.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
38,2025-02-14,21:45:08,30.70,65.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
39,2025-02-14,21:45:10,30.70,65.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
40,2025-02-14,21:45:12,30.70,65.00,341.43,7.88,3.15,5.25,261.29,26.26,52.53,80,48,80,100.00,No
41,2025-02-14,21:45:14,30.70,65.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
42,2025-02-14,21:45:16,30.70,65.00,341.43,7.88,3.15,5.25,261.29,26.26,52.53,80,48,80,100.00,No
43,2025-02-14,21:45:18,30.70,65.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
44,2025-02-14,21:45:21,30.70,65.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
45,2025-02-14,21:45:23,30.70,65.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
46,2025-02-14,21:45:25,30.70,65.00,339.56,7.84,3.13,5.22,260.19,26.12,52.24,80,48,80,100.00,No
47,2025-02-14,21:45:27,30.70,65.00,339.56,7.84,3.13,5.22,260.19,26.12,52.24,80,48,80,100.00,No
48,2025-02-14,21:45:29,30.70,65.00,339.56,7.84,3.13,5.22,260.19,26.12,52.24,80,48,80,100.00,No
49,2025-02-14,21:45:31,30.70,65.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
50,2025-02-14,21:45:33,30.70,65.00,339.56,7.84,3.13,5.22,260.19,26.12,52.24,80,48,80,100.00,No
51,2025-02-14,21:45:35,30.70,65.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
