Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
169,2025-02-15,00:06:01,29.90,69.00,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86,52,86,100.00,No
1,2025-02-15,00:06:04,29.90,69.00,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85,52,85,100.00,No
2,2025-02-15,00:06:06,29.90,69.00,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85,51,85,100.00,No
3,2025-02-15,00:06:08,29.90,69.00,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85,52,85,100.00,No
4,2025-02-15,00:06:10,29.90,69.00,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85,51,85,100.00,No
5,2025-02-15,00:06:12,29.90,69.00,368.69,8.51,3.40,5.67,277.19,28.36,56.72,85,51,85,100.00,No
6,2025-02-15,00:06:14,29.90,69.00,367.61,8.48,3.39,5.66,276.57,28.28,56.56,85,51,85,100.00,No
7,2025-02-15,00:06:16,29.90,69.00,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85,52,85,100.00,No
8,2025-02-15,00:06:18,29.90,69.00,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85,51,85,100.00,No
9,2025-02-15,00:06:21,29.90,69.00,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85,52,85,100.00,No
10,2025-02-15,00:06:23,29.90,69.00,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85,51,85,100.00,No
11,2025-02-15,00:06:25,29.90,69.00,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85,52,85,100.00,No
12,2025-02-15,00:06:27,29.90,69.00,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85,52,85,100.00,No
13,2025-02-15,00:06:29,29.90,69.00,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85,52,85,100.00,No
14,2025-02-15,00:06:31,29.90,69.00,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85,52,85,100.00,No
15,2025-02-15,00:06:33,29.90,69.00,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85,52,85,100.00,No
16,2025-02-15,00:06:36,29.90,69.00,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86,52,86,100.00,No
17,2025-02-15,00:06:38,29.90,69.00,373.06,8.61,3.44,5.74,279.72,28.70,57.39,85,52,85,100.00,No
18,2025-02-15,00:06:40,29.90,69.00,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86,52,86,100.00,No
19,2025-02-15,00:06:42,29.90,69.00,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85,52,85,100.00,No
20,2025-02-15,00:06:44,29.90,69.00,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85,52,85,100.00,No
21,2025-02-15,00:06:46,29.90,69.00,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85,52,85,100.00,No
22,2025-02-15,00:06:48,29.90,69.00,366.54,8.46,3.38,5.64,275.94,28.20,56.39,84,51,84,100.00,No
23,2025-02-15,00:06:51,29.90,69.00,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86,52,86,100.00,No
24,2025-02-15,00:06:53,29.90,69.00,373.06,8.61,3.44,5.74,279.72,28.70,57.39,85,52,85,100.00,No
25,2025-02-15,00:06:55,29.90,69.00,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86,52,86,100.00,No
26,2025-02-15,00:06:57,29.90,69.00,373.06,8.61,3.44,5.74,279.72,28.70,57.39,85,52,85,100.00,No
27,2025-02-15,00:06:59,29.90,69.00,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86,52,86,100.00,No
28,2025-02-15,00:07:01,29.90,69.00,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86,52,86,100.00,No
29,2025-02-15,00:07:03,29.90,69.00,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86,52,86,100.00,No
30,2025-02-15,00:07:05,29.90,69.00,373.06,8.61,3.44,5.74,279.72,28.70,57.39,85,52,85,100.00,No
31,2025-02-15,00:07:08,29.90,69.00,375.29,8.66,3.46,5.77,281.00,28.87,57.74,86,52,86,100.00,No
32,2025-02-15,00:07:10,29.90,69.00,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86,52,86,100.00,No
33,2025-02-15,00:07:12,29.90,69.00,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86,52,86,100.00,No
34,2025-02-15,00:07:14,29.90,69.00,375.29,8.66,3.46,5.77,281.00,28.87,57.74,86,52,86,100.00,No
35,2025-02-15,00:07:16,29.90,69.00,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86,52,86,100.00,No
36,2025-02-15,00:07:18,29.90,69.00,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86,52,86,100.00,No
37,2025-02-15,00:07:20,29.90,69.00,375.29,8.66,3.46,5.77,281.00,28.87,57.74,86,52,86,100.00,No
38,2025-02-15,00:07:23,29.90,69.00,375.29,8.66,3.46,5.77,281.00,28.87,57.74,86,52,86,100.00,No
39,2025-02-15,00:07:25,29.90,69.00,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86,52,86,100.00,No
40,2025-02-15,00:07:27,29.90,69.00,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86,52,86,100.00,No
