Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-14,23:41:58,31.00,66.00,331.35,7.65,3.06,5.10,255.33,25.49,50.98,79,47,79,100.00,No
2,2025-02-14,23:42:00,31.00,66.00,331.35,7.65,3.06,5.10,255.33,25.49,50.98,79,47,79,100.00,No
3,2025-02-14,23:42:02,31.00,66.00,330.46,7.63,3.05,5.08,254.81,25.42,50.84,79,47,79,100.00,No
4,2025-02-14,23:42:04,31.00,66.00,330.46,7.63,3.05,5.08,254.81,25.42,50.84,79,47,79,100.00,No
5,2025-02-14,23:42:07,31.00,66.00,331.35,7.65,3.06,5.10,255.33,25.49,50.98,79,47,79,100.00,No
6,2025-02-14,23:42:09,31.00,66.00,331.35,7.65,3.06,5.10,255.33,25.49,50.98,79,47,79,100.00,No
7,2025-02-14,23:42:11,31.00,66.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
8,2025-02-14,23:42:13,31.00,66.00,327.81,7.56,3.03,5.04,253.24,25.22,50.43,78,46,78,100.00,No
9,2025-02-14,23:42:15,31.00,66.00,330.46,7.63,3.05,5.08,254.81,25.42,50.84,79,47,79,100.00,No
10,2025-02-14,23:42:17,31.00,66.00,331.35,7.65,3.06,5.10,255.33,25.49,50.98,79,47,79,100.00,No
11,2025-02-14,23:42:19,31.00,66.00,332.24,7.67,3.07,5.11,255.86,25.56,51.11,79,47,79,100.00,No
12,2025-02-14,23:42:21,31.00,66.00,330.46,7.63,3.05,5.08,254.81,25.42,50.84,79,47,79,100.00,No
13,2025-02-14,23:42:24,31.00,66.00,331.35,7.65,3.06,5.10,255.33,25.49,50.98,79,47,79,100.00,No
14,2025-02-14,23:42:26,31.00,66.00,331.35,7.65,3.06,5.10,255.33,25.49,50.98,79,47,79,100.00,No
15,2025-02-14,23:42:28,31.00,66.00,328.69,7.59,3.03,5.06,253.76,25.28,50.57,78,46,78,100.00,No
16,2025-02-14,23:42:30,31.00,66.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
17,2025-02-14,23:42:32,31.00,66.00,333.14,7.69,3.08,5.13,256.40,25.63,51.25,79,47,79,100.00,No
18,2025-02-14,23:42:34,31.00,66.00,332.24,7.67,3.07,5.11,255.86,25.56,51.11,79,47,79,100.00,No
