Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
169,2025-02-14,23:29:55,30.70,67.00,330.46,7.63,3.05,5.08,254.81,25.42,50.84,79,47,79,100.00,No
1,2025-02-14,23:29:57,30.70,67.00,328.69,7.59,3.03,5.06,253.76,25.28,50.57,78,46,78,100.00,No
2,2025-02-14,23:30:00,30.70,67.00,328.69,7.59,3.03,5.06,253.76,25.28,50.57,78,46,78,100.00,No
3,2025-02-14,23:30:02,30.70,67.00,327.81,7.56,3.03,5.04,253.24,25.22,50.43,78,46,78,100.00,No
4,2025-02-14,23:30:04,30.70,67.00,327.81,7.56,3.03,5.04,253.24,25.22,50.43,78,46,78,100.00,No
5,2025-02-14,23:30:06,30.70,67.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
6,2025-02-14,23:30:08,30.70,67.00,328.69,7.59,3.03,5.06,253.76,25.28,50.57,78,46,78,100.00,No
7,2025-02-14,23:30:10,30.70,67.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
8,2025-02-14,23:30:12,30.80,67.00,328.69,7.59,3.03,5.06,253.76,25.28,50.57,78,46,78,100.00,No
9,2025-02-14,23:30:14,30.80,67.00,328.69,7.59,3.03,5.06,253.76,25.28,50.57,78,46,78,100.00,No
10,2025-02-14,23:30:17,30.80,67.00,328.69,7.59,3.03,5.06,253.76,25.28,50.57,78,46,78,100.00,No
11,2025-02-14,23:30:19,30.80,67.00,328.69,7.59,3.03,5.06,253.76,25.28,50.57,78,46,78,100.00,No
12,2025-02-14,23:30:21,30.80,67.00,328.69,7.59,3.03,5.06,253.76,25.28,50.57,78,46,78,100.00,No
13,2025-02-14,23:30:23,30.80,67.00,327.81,7.56,3.03,5.04,253.24,25.22,50.43,78,46,78,100.00,No
14,2025-02-14,23:30:25,30.80,67.00,328.69,7.59,3.03,5.06,253.76,25.28,50.57,78,46,78,100.00,No
15,2025-02-14,23:30:27,30.80,67.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
16,2025-02-14,23:30:29,30.80,67.00,330.46,7.63,3.05,5.08,254.81,25.42,50.84,79,47,79,100.00,No
17,2025-02-14,23:30:32,30.80,67.00,328.69,7.59,3.03,5.06,253.76,25.28,50.57,78,46,78,100.00,No
18,2025-02-14,23:30:34,30.80,67.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
19,2025-02-14,23:30:36,30.80,67.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
20,2025-02-14,23:30:38,30.80,67.00,328.69,7.59,3.03,5.06,253.76,25.28,50.57,78,46,78,100.00,No
21,2025-02-14,23:30:40,30.80,67.00,326.94,7.54,3.02,5.03,252.72,25.15,50.30,78,46,78,100.00,No
22,2025-02-14,23:30:42,30.80,67.00,331.35,7.65,3.06,5.10,255.33,25.49,50.98,79,47,79,100.00,No
23,2025-02-14,23:30:44,30.80,67.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
24,2025-02-14,23:30:47,30.80,67.00,328.69,7.59,3.03,5.06,253.76,25.28,50.57,78,46,78,100.00,No
25,2025-02-14,23:30:49,30.80,67.00,327.81,7.56,3.03,5.04,253.24,25.22,50.43,78,46,78,100.00,No
26,2025-02-14,23:30:51,30.80,67.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
27,2025-02-14,23:30:53,30.80,67.00,327.81,7.56,3.03,5.04,253.24,25.22,50.43,78,46,78,100.00,No
28,2025-02-14,23:30:55,30.80,67.00,330.46,7.63,3.05,5.08,254.81,25.42,50.84,79,47,79,100.00,No
29,2025-02-14,23:30:57,30.80,67.00,330.46,7.63,3.05,5.08,254.81,25.42,50.84,79,47,79,100.00,No
30,2025-02-14,23:30:59,30.80,67.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
31,2025-02-14,23:31:01,30.80,67.00,328.69,7.59,3.03,5.06,253.76,25.28,50.57,78,46,78,100.00,No
32,2025-02-14,23:31:04,30.90,66.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
33,2025-02-14,23:31:06,30.90,66.00,328.69,7.59,3.03,5.06,253.76,25.28,50.57,78,46,78,100.00,No
34,2025-02-14,23:31:08,30.90,66.00,328.69,7.59,3.03,5.06,253.76,25.28,50.57,78,46,78,100.00,No
35,2025-02-14,23:31:10,30.90,66.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
36,2025-02-14,23:31:12,30.90,66.00,330.46,7.63,3.05,5.08,254.81,25.42,50.84,79,47,79,100.00,No
37,2025-02-14,23:31:14,30.90,66.00,328.69,7.59,3.03,5.06,253.76,25.28,50.57,78,46,78,100.00,No
38,2025-02-14,23:31:16,30.90,66.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
39,2025-02-14,23:31:19,30.90,66.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
40,2025-02-14,23:31:21,30.90,66.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
41,2025-02-14,23:31:23,30.90,66.00,327.81,7.56,3.03,5.04,253.24,25.22,50.43,78,46,78,100.00,No
42,2025-02-14,23:31:25,30.90,66.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
43,2025-02-14,23:31:27,30.90,66.00,328.69,7.59,3.03,5.06,253.76,25.28,50.57,78,46,78,100.00,No
44,2025-02-14,23:31:29,30.90,66.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
45,2025-02-14,23:31:31,30.90,66.00,327.81,7.56,3.03,5.04,253.24,25.22,50.43,78,46,78,100.00,No
46,2025-02-14,23:31:34,30.90,66.00,330.46,7.63,3.05,5.08,254.81,25.42,50.84,79,47,79,100.00,No
47,2025-02-14,23:31:36,30.90,66.00,328.69,7.59,3.03,5.06,253.76,25.28,50.57,78,46,78,100.00,No
48,2025-02-14,23:31:38,30.90,66.00,328.69,7.59,3.03,5.06,253.76,25.28,50.57,78,46,78,100.00,No
49,2025-02-14,23:31:40,30.90,66.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
50,2025-02-14,23:31:42,30.90,66.00,328.69,7.59,3.03,5.06,253.76,25.28,50.57,78,46,78,100.00,No
51,2025-02-14,23:31:44,30.90,66.00,332.24,7.67,3.07,5.11,255.86,25.56,51.11,79,47,79,100.00,No
52,2025-02-14,23:31:46,30.90,66.00,330.46,7.63,3.05,5.08,254.81,25.42,50.84,79,47,79,100.00,No
53,2025-02-14,23:31:48,30.90,66.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
