Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-14,23:54:01,31.00,66.00,336.78,7.77,3.11,5.18,258.55,25.91,51.81,80,47,80,100.00,No
2,2025-02-14,23:54:03,31.00,66.00,334.04,7.71,3.08,5.14,256.93,25.70,51.39,79,47,79,100.00,No
3,2025-02-14,23:54:05,31.00,66.00,334.04,7.71,3.08,5.14,256.93,25.70,51.39,79,47,79,100.00,No
4,2025-02-14,23:54:07,31.00,66.00,334.04,7.71,3.08,5.14,256.93,25.70,51.39,79,47,79,100.00,No
5,2025-02-14,23:54:09,31.00,66.00,334.95,7.73,3.09,5.15,257.47,25.77,51.53,79,47,79,100.00,No
6,2025-02-14,23:54:11,31.00,66.00,336.78,7.77,3.11,5.18,258.55,25.91,51.81,80,47,80,100.00,No
7,2025-02-14,23:54:13,31.00,66.00,336.78,7.77,3.11,5.18,258.55,25.91,51.81,80,47,80,100.00,No
8,2025-02-14,23:54:16,31.00,66.00,334.95,7.73,3.09,5.15,257.47,25.77,51.53,79,47,79,100.00,No
9,2025-02-14,23:54:18,31.00,66.00,336.78,7.77,3.11,5.18,258.55,25.91,51.81,80,47,80,100.00,No
10,2025-02-14,23:54:20,31.00,66.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
11,2025-02-14,23:54:22,31.00,66.00,336.78,7.77,3.11,5.18,258.55,25.91,51.81,80,47,80,100.00,No
12,2025-02-14,23:54:24,31.00,66.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
13,2025-02-14,23:54:26,31.00,66.00,334.04,7.71,3.08,5.14,256.93,25.70,51.39,79,47,79,100.00,No
14,2025-02-14,23:54:28,31.00,66.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
15,2025-02-14,23:54:31,31.00,66.00,336.78,7.77,3.11,5.18,258.55,25.91,51.81,80,47,80,100.00,No
16,2025-02-14,23:54:33,31.00,66.00,334.95,7.73,3.09,5.15,257.47,25.77,51.53,79,47,79,100.00,No
17,2025-02-14,23:54:35,31.00,66.00,335.86,7.75,3.10,5.17,258.01,25.84,51.67,79,47,79,100.00,No
18,2025-02-14,23:54:37,31.00,66.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
19,2025-02-14,23:54:39,31.00,66.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
20,2025-02-14,23:54:41,31.00,66.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
21,2025-02-14,23:54:43,31.00,66.00,336.78,7.77,3.11,5.18,258.55,25.91,51.81,80,47,80,100.00,No
22,2025-02-14,23:54:46,31.00,66.00,336.78,7.77,3.11,5.18,258.55,25.91,51.81,80,47,80,100.00,No
23,2025-02-14,23:54:48,31.00,66.00,345.23,7.97,3.19,5.31,263.53,26.56,53.11,81,49,81,100.00,No
24,2025-02-14,23:54:50,31.00,66.00,336.78,7.77,3.11,5.18,258.55,25.91,51.81,80,47,80,100.00,No
25,2025-02-14,23:54:52,31.00,66.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
26,2025-02-14,23:54:54,31.00,66.00,336.78,7.77,3.11,5.18,258.55,25.91,51.81,80,47,80,100.00,No
27,2025-02-14,23:54:56,31.00,66.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
28,2025-02-14,23:54:58,31.00,66.00,339.56,7.84,3.13,5.22,260.19,26.12,52.24,80,48,80,100.00,No
29,2025-02-14,23:55:01,31.00,66.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
30,2025-02-14,23:55:03,31.00,66.00,336.78,7.77,3.11,5.18,258.55,25.91,51.81,80,47,80,100.00,No
31,2025-02-14,23:55:05,31.00,66.00,336.78,7.77,3.11,5.18,258.55,25.91,51.81,80,47,80,100.00,No
32,2025-02-14,23:55:07,31.00,66.00,336.78,7.77,3.11,5.18,258.55,25.91,51.81,80,47,80,100.00,No
33,2025-02-14,23:55:09,31.00,66.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
34,2025-02-14,23:55:11,31.00,66.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
35,2025-02-14,23:55:13,31.00,66.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
36,2025-02-14,23:55:15,30.90,66.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
37,2025-02-14,23:55:18,30.90,66.00,339.56,7.84,3.13,5.22,260.19,26.12,52.24,80,48,80,100.00,No
38,2025-02-14,23:55:20,30.90,66.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
39,2025-02-14,23:55:22,30.90,66.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
40,2025-02-14,23:55:24,30.90,66.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
41,2025-02-14,23:55:26,30.90,66.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
42,2025-02-14,23:55:28,30.90,66.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
43,2025-02-14,23:55:30,30.90,66.00,336.78,7.77,3.11,5.18,258.55,25.91,51.81,80,47,80,100.00,No
44,2025-02-14,23:55:33,30.90,66.00,339.56,7.84,3.13,5.22,260.19,26.12,52.24,80,48,80,100.00,No
45,2025-02-14,23:55:35,30.90,66.00,341.43,7.88,3.15,5.25,261.29,26.26,52.53,80,48,80,100.00,No
46,2025-02-14,23:55:37,30.90,66.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
47,2025-02-14,23:55:39,30.90,66.00,339.56,7.84,3.13,5.22,260.19,26.12,52.24,80,48,80,100.00,No
48,2025-02-14,23:55:41,30.90,66.00,341.43,7.88,3.15,5.25,261.29,26.26,52.53,80,48,80,100.00,No
49,2025-02-14,23:55:43,30.80,66.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
50,2025-02-14,23:55:45,30.80,66.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
51,2025-02-14,23:55:48,30.80,66.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
52,2025-02-14,23:55:50,30.80,66.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
53,2025-02-14,23:55:52,30.80,66.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
54,2025-02-14,23:55:54,30.80,66.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
55,2025-02-14,23:55:56,30.80,66.00,342.37,7.90,3.16,5.27,261.85,26.34,52.67,80,48,80,100.00,No
56,2025-02-14,23:55:58,30.80,66.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
57,2025-02-14,23:56:00,30.80,66.00,342.37,7.90,3.16,5.27,261.85,26.34,52.67,80,48,80,100.00,No
58,2025-02-14,23:56:03,30.80,66.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
59,2025-02-14,23:56:05,30.70,66.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
60,2025-02-14,23:56:07,30.70,66.00,341.43,7.88,3.15,5.25,261.29,26.26,52.53,80,48,80,100.00,No
61,2025-02-14,23:56:09,30.70,66.00,342.37,7.90,3.16,5.27,261.85,26.34,52.67,80,48,80,100.00,No
62,2025-02-14,23:56:11,30.70,66.00,341.43,7.88,3.15,5.25,261.29,26.26,52.53,80,48,80,100.00,No
63,2025-02-14,23:56:13,30.70,66.00,342.37,7.90,3.16,5.27,261.85,26.34,52.67,80,48,80,100.00,No
64,2025-02-14,23:56:15,30.70,66.00,341.43,7.88,3.15,5.25,261.29,26.26,52.53,80,48,80,100.00,No
65,2025-02-14,23:56:17,30.70,66.00,342.37,7.90,3.16,5.27,261.85,26.34,52.67,80,48,80,100.00,No
66,2025-02-14,23:56:20,30.70,66.00,342.37,7.90,3.16,5.27,261.85,26.34,52.67,80,48,80,100.00,No
67,2025-02-14,23:56:22,30.70,66.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
68,2025-02-14,23:56:24,30.70,66.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
69,2025-02-14,23:56:26,30.60,66.00,342.37,7.90,3.16,5.27,261.85,26.34,52.67,80,48,80,100.00,No
70,2025-02-14,23:56:28,30.60,66.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
71,2025-02-14,23:56:30,30.60,66.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
72,2025-02-14,23:56:32,30.60,66.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
73,2025-02-14,23:56:35,30.60,66.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
74,2025-02-14,23:56:37,30.60,66.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
75,2025-02-14,23:56:39,30.60,66.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
76,2025-02-14,23:56:41,30.60,66.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
77,2025-02-14,23:56:43,30.60,66.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
78,2025-02-14,23:56:45,30.60,66.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
79,2025-02-14,23:56:47,30.60,66.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
80,2025-02-14,23:56:50,30.50,66.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
81,2025-02-14,23:56:52,30.50,66.00,342.37,7.90,3.16,5.27,261.85,26.34,52.67,80,48,80,100.00,No
82,2025-02-14,23:56:54,30.50,66.00,342.37,7.90,3.16,5.27,261.85,26.34,52.67,80,48,80,100.00,No
83,2025-02-14,23:56:56,30.50,66.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
84,2025-02-14,23:56:58,30.50,66.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
85,2025-02-14,23:57:00,30.50,66.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
86,2025-02-14,23:57:02,30.50,66.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
87,2025-02-14,23:57:05,30.50,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
88,2025-02-14,23:57:07,30.50,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
89,2025-02-14,23:57:09,30.50,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
90,2025-02-14,23:57:11,30.50,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
91,2025-02-14,23:57:13,30.40,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
92,2025-02-14,23:57:15,30.40,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
93,2025-02-14,23:57:17,30.40,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
94,2025-02-14,23:57:19,30.40,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
95,2025-02-14,23:57:22,30.40,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
96,2025-02-14,23:57:24,30.40,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
97,2025-02-14,23:57:26,30.40,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
98,2025-02-14,23:57:28,30.40,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
99,2025-02-14,23:57:30,30.40,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
100,2025-02-14,23:57:32,30.40,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
101,2025-02-14,23:57:34,30.40,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
102,2025-02-14,23:57:37,30.40,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
103,2025-02-14,23:57:39,30.40,67.00,344.28,7.94,3.18,5.30,262.96,26.48,52.97,81,49,81,100.00,No
104,2025-02-14,23:57:41,30.40,67.00,344.28,7.94,3.18,5.30,262.96,26.48,52.97,81,49,81,100.00,No
105,2025-02-14,23:57:43,30.30,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
106,2025-02-14,23:57:45,30.30,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
107,2025-02-14,23:57:47,30.30,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
108,2025-02-14,23:57:49,30.30,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
109,2025-02-14,23:57:52,30.30,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
110,2025-02-14,23:57:54,30.30,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
111,2025-02-14,23:57:56,30.30,67.00,344.28,7.94,3.18,5.30,262.96,26.48,52.97,81,49,81,100.00,No
112,2025-02-14,23:57:58,30.30,67.00,344.28,7.94,3.18,5.30,262.96,26.48,52.97,81,49,81,100.00,No
113,2025-02-14,23:58:00,30.30,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
114,2025-02-14,23:58:02,30.30,67.00,345.23,7.97,3.19,5.31,263.53,26.56,53.11,81,49,81,100.00,No
115,2025-02-14,23:58:04,30.30,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
116,2025-02-14,23:58:07,30.30,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
117,2025-02-14,23:58:09,30.30,67.00,344.28,7.94,3.18,5.30,262.96,26.48,52.97,81,49,81,100.00,No
118,2025-02-14,23:58:11,30.30,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
119,2025-02-14,23:58:13,30.30,67.00,344.28,7.94,3.18,5.30,262.96,26.48,52.97,81,49,81,100.00,No
120,2025-02-14,23:58:15,30.30,67.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
121,2025-02-14,23:58:17,30.30,67.00,345.23,7.97,3.19,5.31,263.53,26.56,53.11,81,49,81,100.00,No
122,2025-02-14,23:58:19,30.30,67.00,345.23,7.97,3.19,5.31,263.53,26.56,53.11,81,49,81,100.00,No
123,2025-02-14,23:58:22,30.20,68.00,345.23,7.97,3.19,5.31,263.53,26.56,53.11,81,49,81,100.00,No
124,2025-02-14,23:58:24,30.20,68.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
125,2025-02-14,23:58:26,30.20,68.00,345.23,7.97,3.19,5.31,263.53,26.56,53.11,81,49,81,100.00,No
126,2025-02-14,23:58:28,30.20,68.00,345.23,7.97,3.19,5.31,263.53,26.56,53.11,81,49,81,100.00,No
127,2025-02-14,23:58:30,30.20,68.00,344.28,7.94,3.18,5.30,262.96,26.48,52.97,81,49,81,100.00,No
128,2025-02-14,23:58:32,30.20,68.00,344.28,7.94,3.18,5.30,262.96,26.48,52.97,81,49,81,100.00,No
129,2025-02-14,23:58:34,30.20,68.00,344.28,7.94,3.18,5.30,262.96,26.48,52.97,81,49,81,100.00,No
130,2025-02-14,23:58:37,30.20,68.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
131,2025-02-14,23:58:39,30.20,68.00,346.20,7.99,3.20,5.33,264.09,26.63,53.26,81,49,81,100.00,No
132,2025-02-14,23:58:41,30.20,68.00,345.23,7.97,3.19,5.31,263.53,26.56,53.11,81,49,81,100.00,No
133,2025-02-14,23:58:43,30.20,68.00,345.23,7.97,3.19,5.31,263.53,26.56,53.11,81,49,81,100.00,No
134,2025-02-14,23:58:45,30.20,68.00,345.23,7.97,3.19,5.31,263.53,26.56,53.11,81,49,81,100.00,No
135,2025-02-14,23:58:47,30.20,68.00,347.17,8.01,3.20,5.34,264.66,26.71,53.41,81,49,81,100.00,No
136,2025-02-14,23:58:49,30.20,68.00,346.20,7.99,3.20,5.33,264.09,26.63,53.26,81,49,81,100.00,No
137,2025-02-14,23:58:52,30.20,68.00,347.17,8.01,3.20,5.34,264.66,26.71,53.41,81,49,81,100.00,No
138,2025-02-14,23:58:54,30.20,68.00,348.14,8.03,3.21,5.36,265.23,26.78,53.56,81,49,81,100.00,No
139,2025-02-14,23:58:56,30.20,68.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
140,2025-02-14,23:58:58,30.20,68.00,346.20,7.99,3.20,5.33,264.09,26.63,53.26,81,49,81,100.00,No
141,2025-02-14,23:59:00,30.20,68.00,346.20,7.99,3.20,5.33,264.09,26.63,53.26,81,49,81,100.00,No
142,2025-02-14,23:59:02,30.20,68.00,346.20,7.99,3.20,5.33,264.09,26.63,53.26,81,49,81,100.00,No
143,2025-02-14,23:59:04,30.20,68.00,345.23,7.97,3.19,5.31,263.53,26.56,53.11,81,49,81,100.00,No
144,2025-02-14,23:59:07,30.20,68.00,346.20,7.99,3.20,5.33,264.09,26.63,53.26,81,49,81,100.00,No
