Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-14,13:04:08,35.90,50.00,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83,51,83,100.00,No
1,2025-02-14,13:04:10,35.90,50.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
2,2025-02-14,13:04:12,35.90,50.00,330.46,7.63,3.05,5.08,254.81,25.42,50.84,79,47,79,100.00,No
3,2025-02-14,13:04:14,35.90,50.00,316.78,7.31,2.92,4.87,246.66,24.37,48.73,76,45,76,100.00,No
4,2025-02-14,13:04:16,35.90,50.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
5,2025-02-14,13:04:18,35.90,50.00,307.17,7.09,2.84,4.73,240.88,23.63,47.26,75,43,75,100.00,No
6,2025-02-14,13:04:20,35.90,50.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
7,2025-02-14,13:04:22,35.90,50.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,No
8,2025-02-14,13:04:25,35.90,50.00,296.60,6.84,2.74,4.56,234.48,22.82,45.63,73,42,73,100.00,No
9,2025-02-14,13:04:27,35.90,50.00,294.41,6.79,2.72,4.53,233.15,22.65,45.29,73,41,73,100.00,No
10,2025-02-14,13:04:29,35.90,50.00,290.84,6.71,2.68,4.47,230.97,22.37,44.74,72,41,72,100.00,No
11,2025-02-14,13:04:31,35.90,50.00,292.26,6.74,2.70,4.50,231.84,22.48,44.96,72,41,72,100.00,No
12,2025-02-14,13:04:33,35.90,50.00,292.26,6.74,2.70,4.50,231.84,22.48,44.96,72,41,72,100.00,No
13,2025-02-14,13:04:35,35.90,50.00,292.26,6.74,2.70,4.50,231.84,22.48,44.96,72,41,72,100.00,No
14,2025-02-14,13:04:37,35.90,50.00,290.14,6.70,2.68,4.46,230.54,22.32,44.64,72,41,72,100.00,No
15,2025-02-14,13:04:39,35.90,50.00,290.84,6.71,2.68,4.47,230.97,22.37,44.74,72,41,72,100.00,No
16,2025-02-14,13:04:41,35.90,49.00,290.14,6.70,2.68,4.46,230.54,22.32,44.64,72,41,72,100.00,No
17,2025-02-14,13:04:43,35.90,49.00,288.04,6.65,2.66,4.43,229.26,22.16,44.31,72,41,72,100.00,No
18,2025-02-14,13:04:45,35.90,49.00,290.14,6.70,2.68,4.46,230.54,22.32,44.64,72,41,72,100.00,No
19,2025-02-14,13:04:48,36.00,49.00,285.97,6.60,2.64,4.40,227.99,22.00,43.99,71,40,71,100.00,No
