Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-14,23:05:52,30.20,67.00,324.34,7.48,2.99,4.99,251.17,24.95,49.90,78,46,78,100.00,No
2,2025-02-14,23:05:54,30.20,67.00,324.34,7.48,2.99,4.99,251.17,24.95,49.90,78,46,78,100.00,No
3,2025-02-14,23:05:56,30.20,67.00,323.49,7.47,2.99,4.98,250.66,24.88,49.77,77,46,77,100.00,No
4,2025-02-14,23:05:58,30.20,67.00,325.20,7.50,3.00,5.00,251.69,25.02,50.03,78,46,78,100.00,No
5,2025-02-14,23:06:01,30.20,67.00,326.07,7.52,3.01,5.02,252.20,25.08,50.16,78,46,78,100.00,No
6,2025-02-14,23:06:03,30.20,67.00,327.81,7.56,3.03,5.04,253.24,25.22,50.43,78,46,78,100.00,No
7,2025-02-14,23:06:05,30.20,67.00,326.07,7.52,3.01,5.02,252.20,25.08,50.16,78,46,78,100.00,No
8,2025-02-14,23:06:07,30.20,67.00,326.94,7.54,3.02,5.03,252.72,25.15,50.30,78,46,78,100.00,No
9,2025-02-14,23:06:09,30.20,67.00,326.07,7.52,3.01,5.02,252.20,25.08,50.16,78,46,78,100.00,No
10,2025-02-14,23:06:11,30.20,67.00,326.07,7.52,3.01,5.02,252.20,25.08,50.16,78,46,78,100.00,No
11,2025-02-14,23:06:13,30.20,67.00,326.94,7.54,3.02,5.03,252.72,25.15,50.30,78,46,78,100.00,No
12,2025-02-14,23:06:15,30.20,67.00,326.07,7.52,3.01,5.02,252.20,25.08,50.16,78,46,78,100.00,No
13,2025-02-14,23:06:18,30.20,67.00,326.94,7.54,3.02,5.03,252.72,25.15,50.30,78,46,78,100.00,No
14,2025-02-14,23:06:20,30.20,67.00,324.34,7.48,2.99,4.99,251.17,24.95,49.90,78,46,78,100.00,No
15,2025-02-14,23:06:22,30.20,67.00,326.94,7.54,3.02,5.03,252.72,25.15,50.30,78,46,78,100.00,No
16,2025-02-14,23:06:24,30.20,67.00,327.81,7.56,3.03,5.04,253.24,25.22,50.43,78,46,78,100.00,No
17,2025-02-14,23:06:26,30.20,67.00,325.20,7.50,3.00,5.00,251.69,25.02,50.03,78,46,78,100.00,No
