Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
170,2025-02-14,22:47:48,30.80,65.00,321.79,7.43,2.97,4.95,249.65,24.75,49.51,77,45,77,100.00,Yes
1,2025-02-14,22:47:50,30.80,65.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,Yes
2,2025-02-14,22:47:52,30.80,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,Yes
3,2025-02-14,22:47:54,30.80,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,Yes
4,2025-02-14,22:47:57,30.80,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
5,2025-02-14,22:47:59,30.80,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
6,2025-02-14,22:48:01,30.80,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
7,2025-02-14,22:48:03,30.80,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
8,2025-02-14,22:48:05,30.80,65.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,Yes
9,2025-02-14,22:48:07,30.80,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
10,2025-02-14,22:48:09,30.80,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
11,2025-02-14,22:48:11,30.80,65.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,No
12,2025-02-14,22:48:14,30.80,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,Yes
13,2025-02-14,22:48:16,30.80,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,Yes
14,2025-02-14,22:48:18,30.80,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,Yes
15,2025-02-14,22:48:20,30.80,65.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,No
16,2025-02-14,22:48:22,30.80,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
17,2025-02-14,22:48:24,30.80,65.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,No
18,2025-02-14,22:48:26,30.80,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
19,2025-02-14,22:48:28,30.80,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
20,2025-02-14,22:48:31,30.80,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
21,2025-02-14,22:48:33,30.80,65.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,Yes
22,2025-02-14,22:48:35,30.90,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,Yes
23,2025-02-14,22:48:37,30.90,65.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,Yes
24,2025-02-14,22:48:39,30.90,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
25,2025-02-14,22:48:41,30.90,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
26,2025-02-14,22:48:43,30.90,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
27,2025-02-14,22:48:46,30.90,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,Yes
28,2025-02-14,22:48:48,30.90,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,Yes
29,2025-02-14,22:48:50,30.90,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,Yes
30,2025-02-14,22:48:52,30.90,65.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,Yes
31,2025-02-14,22:48:54,30.90,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
32,2025-02-14,22:48:56,30.90,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
33,2025-02-14,22:48:58,30.90,65.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,No
34,2025-02-14,22:49:00,30.90,65.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,No
35,2025-02-14,22:49:02,30.90,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
36,2025-02-14,22:49:05,30.90,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,Yes
37,2025-02-14,22:49:07,30.90,65.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,Yes
38,2025-02-14,22:49:09,30.90,65.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,Yes
39,2025-02-14,22:49:11,30.90,65.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,Yes
40,2025-02-14,22:49:13,30.90,65.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,Yes
41,2025-02-14,22:49:15,30.90,65.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,Yes
42,2025-02-14,22:49:17,30.90,64.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,Yes
43,2025-02-14,22:49:20,30.90,64.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
44,2025-02-14,22:49:22,30.90,64.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
45,2025-02-14,22:49:24,30.90,64.00,316.78,7.31,2.92,4.87,246.66,24.37,48.73,76,45,76,100.00,Yes
46,2025-02-14,22:49:26,30.90,64.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,Yes
47,2025-02-14,22:49:28,30.90,64.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,No
48,2025-02-14,22:49:30,30.90,64.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,Yes
