Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
170,2025-02-14,22:41:46,30.40,66.00,319.26,7.37,2.95,4.91,248.14,24.56,49.12,77,45,77,100.00,Yes
1,2025-02-14,22:41:49,30.40,66.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,Yes
2,2025-02-14,22:41:51,30.40,66.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,Yes
3,2025-02-14,22:41:53,30.40,66.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,Yes
4,2025-02-14,22:41:55,30.40,66.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,Yes
5,2025-02-14,22:41:57,30.40,66.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,Yes
6,2025-02-14,22:41:59,30.40,66.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
7,2025-02-14,22:42:01,30.40,66.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
8,2025-02-14,22:42:03,30.40,66.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
9,2025-02-14,22:42:06,30.40,66.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
10,2025-02-14,22:42:08,30.40,66.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,Yes
11,2025-02-14,22:42:10,30.40,66.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,Yes
12,2025-02-14,22:42:12,30.40,66.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
13,2025-02-14,22:42:14,30.40,66.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,Yes
14,2025-02-14,22:42:16,30.40,66.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,Yes
15,2025-02-14,22:42:18,30.40,66.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,Yes
16,2025-02-14,22:42:20,30.50,65.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,Yes
17,2025-02-14,22:42:23,30.50,65.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,Yes
18,2025-02-14,22:42:25,30.50,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,Yes
19,2025-02-14,22:42:27,30.40,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,Yes
20,2025-02-14,22:42:29,30.40,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,Yes
21,2025-02-14,22:42:31,30.40,65.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,Yes
22,2025-02-14,22:42:33,30.40,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,Yes
23,2025-02-14,22:42:35,30.40,66.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,Yes
24,2025-02-14,22:42:37,30.50,66.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
25,2025-02-14,22:42:40,30.50,66.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
26,2025-02-14,22:42:42,30.50,66.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
27,2025-02-14,22:42:44,30.50,66.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
28,2025-02-14,22:42:46,30.50,66.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
29,2025-02-14,22:42:48,30.50,66.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
30,2025-02-14,22:42:50,30.50,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
31,2025-02-14,22:42:52,30.50,65.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
32,2025-02-14,22:42:54,30.50,65.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
33,2025-02-14,22:42:56,30.50,65.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
34,2025-02-14,22:42:59,30.50,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
35,2025-02-14,22:43:01,30.50,65.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
36,2025-02-14,22:43:03,30.50,65.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
37,2025-02-14,22:43:05,30.50,65.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
38,2025-02-14,22:43:07,30.50,65.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
39,2025-02-14,22:43:09,30.50,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
40,2025-02-14,22:43:11,30.50,65.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
41,2025-02-14,22:43:13,30.50,65.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
42,2025-02-14,22:43:16,30.50,65.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,Yes
