Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-14,22:17:42,30.40,67.00,333.14,7.69,3.08,5.13,256.40,25.63,51.25,79,47,79,100.00,Yes
1,2025-02-14,22:17:44,30.40,67.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,Yes
2,2025-02-14,22:17:46,30.40,67.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
3,2025-02-14,22:17:49,30.40,67.00,290.84,6.71,2.68,4.47,230.97,22.37,44.74,72,41,72,100.00,No
4,2025-02-14,22:17:51,30.40,67.00,286.65,6.62,2.65,4.41,228.41,22.05,44.10,71,40,71,100.00,No
5,2025-02-14,22:17:53,30.40,67.00,281.23,6.49,2.60,4.33,225.08,21.63,43.27,71,40,71,100.00,Yes
6,2025-02-14,22:17:55,30.40,67.00,278.59,6.43,2.57,4.29,223.46,21.43,42.86,70,39,70,100.00,Yes
7,2025-02-14,22:17:57,30.40,67.00,274.07,6.32,2.53,4.22,220.66,21.08,42.16,69,39,69,100.00,No
8,2025-02-14,22:17:59,30.40,67.00,272.80,6.30,2.52,4.20,219.88,20.98,41.97,69,38,69,100.00,Yes
9,2025-02-14,22:18:01,30.40,67.00,271.55,6.27,2.51,4.18,219.10,20.89,41.78,69,38,69,100.00,No
10,2025-02-14,22:18:03,30.50,67.00,270.92,6.25,2.50,4.17,218.71,20.84,41.68,69,38,69,100.00,No
11,2025-02-14,22:18:06,30.50,67.00,271.55,6.27,2.51,4.18,219.10,20.89,41.78,69,38,69,100.00,Yes
12,2025-02-14,22:18:08,30.50,67.00,270.92,6.25,2.50,4.17,218.71,20.84,41.68,69,38,69,100.00,Yes
13,2025-02-14,22:18:10,30.50,67.00,271.55,6.27,2.51,4.18,219.10,20.89,41.78,69,38,69,100.00,No
14,2025-02-14,22:18:12,30.50,67.00,272.17,6.28,2.51,4.19,219.49,20.94,41.87,69,38,69,100.00,No
15,2025-02-14,22:18:14,30.50,67.00,271.55,6.27,2.51,4.18,219.10,20.89,41.78,69,38,69,100.00,No
16,2025-02-14,22:18:16,30.50,67.00,272.80,6.30,2.52,4.20,219.88,20.98,41.97,69,38,69,100.00,Yes
17,2025-02-14,22:18:18,30.50,67.00,272.80,6.30,2.52,4.20,219.88,20.98,41.97,69,38,69,100.00,No
18,2025-02-14,22:18:20,30.50,67.00,275.35,6.35,2.54,4.24,221.45,21.18,42.36,70,39,70,100.00,No
19,2025-02-14,22:18:23,30.50,67.00,274.71,6.34,2.54,4.23,221.06,21.13,42.26,69,39,69,100.00,Yes
20,2025-02-14,22:18:25,30.50,67.00,275.99,6.37,2.55,4.25,221.85,21.23,42.46,70,39,70,100.00,Yes
21,2025-02-14,22:18:27,30.50,67.00,275.35,6.35,2.54,4.24,221.45,21.18,42.36,70,39,70,100.00,Yes
