Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-14,16:40:43,31.70,59.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
2,2025-02-14,16:40:45,31.70,59.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
3,2025-02-14,16:40:47,31.70,59.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
4,2025-02-14,16:40:50,31.70,59.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
5,2025-02-14,16:40:52,31.70,58.00,344.28,7.94,3.18,5.30,262.96,26.48,52.97,81,49,81,100.00,No
6,2025-02-14,16:40:54,31.70,58.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
7,2025-02-14,16:40:56,31.70,59.00,345.23,7.97,3.19,5.31,263.53,26.56,53.11,81,49,81,100.00,No
8,2025-02-14,16:40:58,31.70,59.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
9,2025-02-14,16:41:00,31.60,59.00,344.28,7.94,3.18,5.30,262.96,26.48,52.97,81,49,81,100.00,No
10,2025-02-14,16:41:02,31.60,59.00,344.28,7.94,3.18,5.30,262.96,26.48,52.97,81,49,81,100.00,No
11,2025-02-14,16:41:04,31.60,59.00,344.28,7.94,3.18,5.30,262.96,26.48,52.97,81,49,81,100.00,No
12,2025-02-14,16:41:06,31.60,59.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
13,2025-02-14,16:41:09,31.50,59.00,344.28,7.94,3.18,5.30,262.96,26.48,52.97,81,49,81,100.00,No
14,2025-02-14,16:41:11,31.50,59.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
15,2025-02-14,16:41:13,31.50,59.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
16,2025-02-14,16:41:15,31.50,60.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
17,2025-02-14,16:41:17,31.50,60.00,341.43,7.88,3.15,5.25,261.29,26.26,52.53,80,48,80,100.00,No
