Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
170,2025-02-14,22:23:44,30.60,66.00,290.84,6.71,2.68,4.47,230.97,22.37,44.74,72,41,72,100.00,Yes
1,2025-02-14,22:23:46,30.60,66.00,290.84,6.71,2.68,4.47,230.97,22.37,44.74,72,41,72,100.00,Yes
2,2025-02-14,22:23:48,30.60,66.00,290.84,6.71,2.68,4.47,230.97,22.37,44.74,72,41,72,100.00,Yes
3,2025-02-14,22:23:50,30.60,66.00,290.84,6.71,2.68,4.47,230.97,22.37,44.74,72,41,72,100.00,No
4,2025-02-14,22:23:52,30.60,66.00,291.55,6.73,2.69,4.49,231.41,22.43,44.85,72,41,72,100.00,Yes
5,2025-02-14,22:23:54,30.60,66.00,290.84,6.71,2.68,4.47,230.97,22.37,44.74,72,41,72,100.00,Yes
6,2025-02-14,22:23:56,30.60,66.00,290.84,6.71,2.68,4.47,230.97,22.37,44.74,72,41,72,100.00,No
7,2025-02-14,22:23:59,30.60,66.00,290.84,6.71,2.68,4.47,230.97,22.37,44.74,72,41,72,100.00,No
8,2025-02-14,22:24:01,30.60,66.00,291.55,6.73,2.69,4.49,231.41,22.43,44.85,72,41,72,100.00,No
9,2025-02-14,22:24:03,30.60,66.00,290.84,6.71,2.68,4.47,230.97,22.37,44.74,72,41,72,100.00,Yes
10,2025-02-14,22:24:05,30.70,65.00,290.84,6.71,2.68,4.47,230.97,22.37,44.74,72,41,72,100.00,No
11,2025-02-14,22:24:07,30.70,65.00,291.55,6.73,2.69,4.49,231.41,22.43,44.85,72,41,72,100.00,Yes
12,2025-02-14,22:24:09,30.70,65.00,291.55,6.73,2.69,4.49,231.41,22.43,44.85,72,41,72,100.00,Yes
13,2025-02-14,22:24:11,30.70,65.00,290.84,6.71,2.68,4.47,230.97,22.37,44.74,72,41,72,100.00,Yes
14,2025-02-14,22:24:13,30.70,65.00,291.55,6.73,2.69,4.49,231.41,22.43,44.85,72,41,72,100.00,No
15,2025-02-14,22:24:16,30.70,65.00,291.55,6.73,2.69,4.49,231.41,22.43,44.85,72,41,72,100.00,Yes
16,2025-02-14,22:24:18,30.70,65.00,292.26,6.74,2.70,4.50,231.84,22.48,44.96,72,41,72,100.00,No
17,2025-02-14,22:24:20,30.70,65.00,292.26,6.74,2.70,4.50,231.84,22.48,44.96,72,41,72,100.00,No
18,2025-02-14,22:24:22,30.70,65.00,291.55,6.73,2.69,4.49,231.41,22.43,44.85,72,41,72,100.00,Yes
