Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-14,14:28:22,35.00,51.00,311.91,7.20,2.88,4.80,243.73,23.99,47.99,76,44,76,100.00,No
2,2025-02-14,14:28:25,35.00,51.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
3,2025-02-14,14:28:27,35.10,50.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
4,2025-02-14,14:28:29,35.10,50.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
5,2025-02-14,14:28:31,35.10,49.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
6,2025-02-14,14:28:33,35.10,49.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
7,2025-02-14,14:28:35,35.10,49.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
8,2025-02-14,14:28:37,35.10,49.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
9,2025-02-14,14:28:39,35.10,49.00,311.91,7.20,2.88,4.80,243.73,23.99,47.99,76,44,76,100.00,No
10,2025-02-14,14:28:41,35.10,49.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
11,2025-02-14,14:28:43,35.10,49.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
12,2025-02-14,14:28:46,35.10,49.00,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75,44,75,100.00,No
13,2025-02-14,14:28:48,35.10,49.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
14,2025-02-14,14:28:50,35.20,49.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
15,2025-02-14,14:28:52,35.20,49.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
16,2025-02-14,14:28:54,35.20,50.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
17,2025-02-14,14:28:56,35.20,50.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
18,2025-02-14,14:28:58,35.20,50.00,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75,44,75,100.00,No
19,2025-02-14,14:29:00,35.30,50.00,311.91,7.20,2.88,4.80,243.73,23.99,47.99,76,44,76,100.00,No
20,2025-02-14,14:29:02,35.30,50.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
21,2025-02-14,14:29:04,35.30,50.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
22,2025-02-14,14:29:07,35.30,50.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
23,2025-02-14,14:29:09,35.30,51.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
24,2025-02-14,14:29:11,35.30,51.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
25,2025-02-14,14:29:13,35.30,51.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,No
26,2025-02-14,14:29:15,35.30,51.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,No
27,2025-02-14,14:29:17,35.30,50.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
28,2025-02-14,14:29:19,35.20,50.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
29,2025-02-14,14:29:21,35.20,50.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
30,2025-02-14,14:29:23,35.10,50.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
31,2025-02-14,14:29:25,35.10,50.00,311.91,7.20,2.88,4.80,243.73,23.99,47.99,76,44,76,100.00,No
32,2025-02-14,14:29:28,35.00,50.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
33,2025-02-14,14:29:30,35.00,50.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
34,2025-02-14,14:29:32,35.00,50.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
35,2025-02-14,14:29:34,35.00,50.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
36,2025-02-14,14:29:36,34.90,51.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
37,2025-02-14,14:29:38,34.90,51.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
38,2025-02-14,14:29:40,34.90,51.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
39,2025-02-14,14:29:42,34.90,51.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
40,2025-02-14,14:29:44,34.90,51.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
41,2025-02-14,14:29:46,34.90,51.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
42,2025-02-14,14:29:49,34.90,51.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
43,2025-02-14,14:29:51,34.90,51.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
44,2025-02-14,14:29:53,34.90,51.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
45,2025-02-14,14:29:55,34.90,51.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
46,2025-02-14,14:29:57,34.90,51.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
47,2025-02-14,14:29:59,34.90,51.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
48,2025-02-14,14:30:01,34.80,51.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
49,2025-02-14,14:30:03,34.80,51.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
50,2025-02-14,14:30:05,34.80,51.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
51,2025-02-14,14:30:08,34.80,51.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
52,2025-02-14,14:30:10,34.70,50.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
53,2025-02-14,14:30:12,34.70,50.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
54,2025-02-14,14:30:14,34.60,50.00,316.78,7.31,2.92,4.87,246.66,24.37,48.73,76,45,76,100.00,No
55,2025-02-14,14:30:16,34.60,49.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
56,2025-02-14,14:30:18,34.50,48.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
57,2025-02-14,14:30:20,34.50,49.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
58,2025-02-14,14:30:22,34.40,49.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
59,2025-02-14,14:30:24,34.40,49.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
60,2025-02-14,14:30:27,34.30,49.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
61,2025-02-14,14:30:29,34.30,49.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
62,2025-02-14,14:30:31,34.30,49.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
63,2025-02-14,14:30:33,34.20,49.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
64,2025-02-14,14:30:35,34.20,50.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
65,2025-02-14,14:30:37,34.20,50.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
66,2025-02-14,14:30:39,34.20,50.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
67,2025-02-14,14:30:41,34.20,50.00,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75,44,75,100.00,No
68,2025-02-14,14:30:43,34.20,50.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
69,2025-02-14,14:30:45,34.20,50.00,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75,44,75,100.00,No
70,2025-02-14,14:30:48,34.20,50.00,309.52,7.14,2.86,4.76,242.30,23.81,47.62,75,44,75,100.00,No
71,2025-02-14,14:30:50,34.20,50.00,309.52,7.14,2.86,4.76,242.30,23.81,47.62,75,44,75,100.00,No
72,2025-02-14,14:30:52,34.30,50.00,309.52,7.14,2.86,4.76,242.30,23.81,47.62,75,44,75,100.00,No
73,2025-02-14,14:30:54,34.30,50.00,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75,44,75,100.00,No
74,2025-02-14,14:30:56,34.30,50.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
75,2025-02-14,14:30:58,34.30,50.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
76,2025-02-14,14:31:00,34.40,50.00,309.52,7.14,2.86,4.76,242.30,23.81,47.62,75,44,75,100.00,No
77,2025-02-14,14:31:02,34.40,50.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
78,2025-02-14,14:31:04,34.40,50.00,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75,44,75,100.00,No
79,2025-02-14,14:31:06,34.40,50.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
80,2025-02-14,14:31:09,34.50,50.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
81,2025-02-14,14:31:11,34.50,50.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
82,2025-02-14,14:31:13,34.50,50.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
83,2025-02-14,14:31:15,34.50,50.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
84,2025-02-14,14:31:17,34.50,50.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
85,2025-02-14,14:31:19,34.50,50.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
86,2025-02-14,14:31:21,34.50,50.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
87,2025-02-14,14:31:23,34.50,50.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
88,2025-02-14,14:31:25,34.50,50.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
89,2025-02-14,14:31:28,34.50,50.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
90,2025-02-14,14:31:30,34.50,50.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
91,2025-02-14,14:31:32,34.50,50.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
92,2025-02-14,14:31:34,34.50,51.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
93,2025-02-14,14:31:36,34.50,51.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
94,2025-02-14,14:31:38,34.50,51.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,No
95,2025-02-14,14:31:40,34.40,51.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
96,2025-02-14,14:31:42,34.40,51.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,No
97,2025-02-14,14:31:44,34.40,51.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
98,2025-02-14,14:31:46,34.40,51.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
99,2025-02-14,14:31:49,34.40,51.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
100,2025-02-14,14:31:51,34.30,51.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
101,2025-02-14,14:31:53,34.30,51.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
102,2025-02-14,14:31:55,34.30,51.00,319.26,7.37,2.95,4.91,248.14,24.56,49.12,77,45,77,100.00,No
103,2025-02-14,14:31:57,34.30,51.00,323.49,7.47,2.99,4.98,250.66,24.88,49.77,77,46,77,100.00,No
104,2025-02-14,14:31:59,34.30,51.00,324.34,7.48,2.99,4.99,251.17,24.95,49.90,78,46,78,100.00,No
105,2025-02-14,14:32:01,34.20,51.00,319.26,7.37,2.95,4.91,248.14,24.56,49.12,77,45,77,100.00,No
106,2025-02-14,14:32:03,34.20,51.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,No
107,2025-02-14,14:32:05,34.10,51.00,320.10,7.39,2.95,4.92,248.64,24.62,49.25,77,45,77,100.00,No
108,2025-02-14,14:32:08,34.00,51.00,320.94,7.41,2.96,4.94,249.15,24.69,49.38,77,45,77,100.00,No
109,2025-02-14,14:32:10,33.90,51.00,323.49,7.47,2.99,4.98,250.66,24.88,49.77,77,46,77,100.00,No
110,2025-02-14,14:32:12,33.90,51.00,323.49,7.47,2.99,4.98,250.66,24.88,49.77,77,46,77,100.00,No
111,2025-02-14,14:32:14,33.80,51.00,326.07,7.52,3.01,5.02,252.20,25.08,50.16,78,46,78,100.00,No
112,2025-02-14,14:32:16,33.70,51.00,326.07,7.52,3.01,5.02,252.20,25.08,50.16,78,46,78,100.00,No
113,2025-02-14,14:32:18,33.60,51.00,322.63,7.45,2.98,4.96,250.16,24.82,49.64,77,45,77,100.00,No
114,2025-02-14,14:32:20,33.50,52.00,318.43,7.35,2.94,4.90,247.65,24.49,48.99,77,45,77,100.00,No
115,2025-02-14,14:32:22,33.40,52.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,No
116,2025-02-14,14:32:24,33.30,52.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
117,2025-02-14,14:32:26,33.30,52.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
118,2025-02-14,14:32:29,33.20,53.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
119,2025-02-14,14:32:31,33.10,53.00,321.79,7.43,2.97,4.95,249.65,24.75,49.51,77,45,77,100.00,No
120,2025-02-14,14:32:33,33.10,53.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
121,2025-02-14,14:32:35,33.10,53.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
122,2025-02-14,14:32:37,33.10,53.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
123,2025-02-14,14:32:39,33.10,53.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
124,2025-02-14,14:32:41,33.10,53.00,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75,44,75,100.00,No
125,2025-02-14,14:32:43,33.10,53.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
126,2025-02-14,14:32:45,33.10,53.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
127,2025-02-14,14:32:47,33.10,53.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
128,2025-02-14,14:32:50,33.10,53.00,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75,44,75,100.00,No
129,2025-02-14,14:32:52,33.10,53.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
130,2025-02-14,14:32:54,33.10,53.00,309.52,7.14,2.86,4.76,242.30,23.81,47.62,75,44,75,100.00,No
131,2025-02-14,14:32:56,33.20,53.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
132,2025-02-14,14:32:58,33.20,53.00,309.52,7.14,2.86,4.76,242.30,23.81,47.62,75,44,75,100.00,No
133,2025-02-14,14:33:00,33.20,53.00,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75,44,75,100.00,No
134,2025-02-14,14:33:02,33.20,53.00,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75,44,75,100.00,No
135,2025-02-14,14:33:04,33.20,53.00,309.52,7.14,2.86,4.76,242.30,23.81,47.62,75,44,75,100.00,No
136,2025-02-14,14:33:06,33.30,53.00,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75,44,75,100.00,No
137,2025-02-14,14:33:09,33.30,53.00,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75,44,75,100.00,No
138,2025-02-14,14:33:11,33.30,53.00,309.52,7.14,2.86,4.76,242.30,23.81,47.62,75,44,75,100.00,No
139,2025-02-14,14:33:13,33.40,53.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
140,2025-02-14,14:33:15,33.40,52.00,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75,44,75,100.00,No
141,2025-02-14,14:33:17,33.40,52.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
142,2025-02-14,14:33:19,33.40,52.00,311.91,7.20,2.88,4.80,243.73,23.99,47.99,76,44,76,100.00,No
143,2025-02-14,14:33:21,33.50,52.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
144,2025-02-14,14:33:23,33.50,52.00,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75,44,75,100.00,No
145,2025-02-14,14:33:25,33.50,53.00,311.91,7.20,2.88,4.80,243.73,23.99,47.99,76,44,76,100.00,No
146,2025-02-14,14:33:27,33.50,53.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
