Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-14,13:22:12,34.90,50.00,294.41,6.79,2.72,4.53,233.15,22.65,45.29,73,41,73,100.00,No
2,2025-02-14,13:22:14,34.90,50.00,295.14,6.81,2.72,4.54,233.59,22.70,45.41,73,42,73,100.00,No
3,2025-02-14,13:22:17,34.90,50.00,295.14,6.81,2.72,4.54,233.59,22.70,45.41,73,42,73,100.00,No
4,2025-02-14,13:22:19,35.00,50.00,295.87,6.83,2.73,4.55,234.04,22.76,45.52,73,42,73,100.00,No
5,2025-02-14,13:22:21,35.00,50.00,298.07,6.88,2.75,4.59,235.37,22.93,45.86,73,42,73,100.00,No
6,2025-02-14,13:22:23,35.00,50.00,301.05,6.95,2.78,4.63,237.18,23.16,46.31,74,42,74,100.00,No
7,2025-02-14,13:22:25,35.00,50.00,297.33,6.86,2.74,4.57,234.93,22.87,45.74,73,42,73,100.00,No
8,2025-02-14,13:22:27,35.00,50.00,295.87,6.83,2.73,4.55,234.04,22.76,45.52,73,42,73,100.00,No
9,2025-02-14,13:22:29,34.90,50.00,295.14,6.81,2.72,4.54,233.59,22.70,45.41,73,42,73,100.00,No
10,2025-02-14,13:22:31,34.90,50.00,293.69,6.78,2.71,4.52,232.71,22.59,45.18,73,41,73,100.00,No
11,2025-02-14,13:22:33,34.90,50.00,294.41,6.79,2.72,4.53,233.15,22.65,45.29,73,41,73,100.00,No
12,2025-02-14,13:22:35,34.90,50.00,294.41,6.79,2.72,4.53,233.15,22.65,45.29,73,41,73,100.00,No
13,2025-02-14,13:22:38,34.90,50.00,295.14,6.81,2.72,4.54,233.59,22.70,45.41,73,42,73,100.00,No
14,2025-02-14,13:22:40,34.90,50.00,294.41,6.79,2.72,4.53,233.15,22.65,45.29,73,41,73,100.00,No
15,2025-02-14,13:22:42,34.90,50.00,294.41,6.79,2.72,4.53,233.15,22.65,45.29,73,41,73,100.00,No
16,2025-02-14,13:22:44,34.90,50.00,295.14,6.81,2.72,4.54,233.59,22.70,45.41,73,42,73,100.00,No
17,2025-02-14,13:22:46,34.90,50.00,295.14,6.81,2.72,4.54,233.59,22.70,45.41,73,42,73,100.00,No
18,2025-02-14,13:22:48,34.90,50.00,294.41,6.79,2.72,4.53,233.15,22.65,45.29,73,41,73,100.00,No
19,2025-02-14,13:22:50,34.90,50.00,294.41,6.79,2.72,4.53,233.15,22.65,45.29,73,41,73,100.00,No
20,2025-02-14,13:22:52,34.90,50.00,293.69,6.78,2.71,4.52,232.71,22.59,45.18,73,41,73,100.00,No
21,2025-02-14,13:22:54,34.90,50.00,293.69,6.78,2.71,4.52,232.71,22.59,45.18,73,41,73,100.00,No
22,2025-02-14,13:22:56,34.90,51.00,295.14,6.81,2.72,4.54,233.59,22.70,45.41,73,42,73,100.00,No
23,2025-02-14,13:22:58,34.90,51.00,296.60,6.84,2.74,4.56,234.48,22.82,45.63,73,42,73,100.00,No
24,2025-02-14,13:23:01,34.90,50.00,298.81,6.90,2.76,4.60,235.82,22.99,45.97,73,42,73,100.00,No
25,2025-02-14,13:23:03,34.90,50.00,300.30,6.93,2.77,4.62,236.73,23.10,46.20,74,42,74,100.00,No
26,2025-02-14,13:23:05,34.90,50.00,297.33,6.86,2.74,4.57,234.93,22.87,45.74,73,42,73,100.00,No
