Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-14,22:29:45,30.60,65.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,Yes
2,2025-02-14,22:29:47,30.60,65.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,Yes
3,2025-02-14,22:29:50,30.60,65.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,Yes
4,2025-02-14,22:29:52,30.60,65.00,301.05,6.95,2.78,4.63,237.18,23.16,46.31,74,42,74,100.00,No
5,2025-02-14,22:29:54,30.60,65.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,Yes
6,2025-02-14,22:29:56,30.60,65.00,301.05,6.95,2.78,4.63,237.18,23.16,46.31,74,42,74,100.00,Yes
7,2025-02-14,22:29:58,30.60,65.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,Yes
8,2025-02-14,22:30:00,30.60,65.00,301.05,6.95,2.78,4.63,237.18,23.16,46.31,74,42,74,100.00,Yes
9,2025-02-14,22:30:02,30.60,65.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,Yes
10,2025-02-14,22:30:04,30.60,65.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,Yes
11,2025-02-14,22:30:07,30.60,65.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
12,2025-02-14,22:30:09,30.60,65.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,No
13,2025-02-14,22:30:11,30.60,65.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,Yes
14,2025-02-14,22:30:13,30.60,65.00,303.32,7.00,2.80,4.67,238.56,23.33,46.66,74,43,74,100.00,Yes
15,2025-02-14,22:30:15,30.60,65.00,301.05,6.95,2.78,4.63,237.18,23.16,46.31,74,42,74,100.00,Yes
16,2025-02-14,22:30:17,30.60,65.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
17,2025-02-14,22:30:19,30.60,65.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
18,2025-02-14,22:30:21,30.60,65.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,No
19,2025-02-14,22:30:24,30.60,65.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,No
20,2025-02-14,22:30:26,30.60,65.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,No
21,2025-02-14,22:30:28,30.60,65.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,Yes
22,2025-02-14,22:30:30,30.60,65.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,Yes
23,2025-02-14,22:30:32,30.60,65.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,Yes
24,2025-02-14,22:30:34,30.60,65.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
25,2025-02-14,22:30:36,30.60,65.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,Yes
26,2025-02-14,22:30:38,30.60,65.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,Yes
27,2025-02-14,22:30:41,30.60,65.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,No
28,2025-02-14,22:30:43,30.60,65.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
29,2025-02-14,22:30:45,30.60,65.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,No
30,2025-02-14,22:30:47,30.60,65.00,301.05,6.95,2.78,4.63,237.18,23.16,46.31,74,42,74,100.00,No
31,2025-02-14,22:30:49,30.60,65.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
32,2025-02-14,22:30:51,30.60,65.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,Yes
33,2025-02-14,22:30:53,30.60,65.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,Yes
34,2025-02-14,22:30:55,30.60,65.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,Yes
35,2025-02-14,22:30:57,30.60,65.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,Yes
36,2025-02-14,22:31:00,30.60,65.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,Yes
