Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-14,14:58:28,34.30,51.00,317.60,7.33,2.93,4.89,247.15,24.43,48.86,76,45,76,100.00,No
2,2025-02-14,14:58:30,34.30,51.00,317.60,7.33,2.93,4.89,247.15,24.43,48.86,76,45,76,100.00,No
3,2025-02-14,14:58:32,34.30,51.00,316.78,7.31,2.92,4.87,246.66,24.37,48.73,76,45,76,100.00,No
4,2025-02-14,14:58:34,34.30,51.00,317.60,7.33,2.93,4.89,247.15,24.43,48.86,76,45,76,100.00,No
5,2025-02-14,14:58:36,34.20,51.00,320.10,7.39,2.95,4.92,248.64,24.62,49.25,77,45,77,100.00,No
6,2025-02-14,14:58:38,34.20,51.00,319.26,7.37,2.95,4.91,248.14,24.56,49.12,77,45,77,100.00,No
7,2025-02-14,14:58:40,34.20,50.00,317.60,7.33,2.93,4.89,247.15,24.43,48.86,76,45,76,100.00,No
8,2025-02-14,14:58:42,34.20,50.00,317.60,7.33,2.93,4.89,247.15,24.43,48.86,76,45,76,100.00,No
9,2025-02-14,14:58:44,34.20,50.00,317.60,7.33,2.93,4.89,247.15,24.43,48.86,76,45,76,100.00,No
10,2025-02-14,14:58:47,34.10,50.00,316.78,7.31,2.92,4.87,246.66,24.37,48.73,76,45,76,100.00,No
11,2025-02-14,14:58:49,34.10,51.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,No
12,2025-02-14,14:58:51,34.10,51.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
13,2025-02-14,14:58:53,34.10,51.00,316.78,7.31,2.92,4.87,246.66,24.37,48.73,76,45,76,100.00,No
14,2025-02-14,14:58:55,34.10,51.00,316.78,7.31,2.92,4.87,246.66,24.37,48.73,76,45,76,100.00,No
15,2025-02-14,14:58:57,34.10,51.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
16,2025-02-14,14:58:59,34.00,51.00,318.43,7.35,2.94,4.90,247.65,24.49,48.99,77,45,77,100.00,No
17,2025-02-14,14:59:01,34.00,51.00,319.26,7.37,2.95,4.91,248.14,24.56,49.12,77,45,77,100.00,No
18,2025-02-14,14:59:03,34.00,51.00,319.26,7.37,2.95,4.91,248.14,24.56,49.12,77,45,77,100.00,No
19,2025-02-14,14:59:05,34.00,50.00,319.26,7.37,2.95,4.91,248.14,24.56,49.12,77,45,77,100.00,No
20,2025-02-14,14:59:08,34.00,50.00,319.26,7.37,2.95,4.91,248.14,24.56,49.12,77,45,77,100.00,No
21,2025-02-14,14:59:10,34.00,50.00,320.10,7.39,2.95,4.92,248.64,24.62,49.25,77,45,77,100.00,No
22,2025-02-14,14:59:12,34.00,50.00,319.26,7.37,2.95,4.91,248.14,24.56,49.12,77,45,77,100.00,No
23,2025-02-14,14:59:14,34.00,50.00,320.10,7.39,2.95,4.92,248.64,24.62,49.25,77,45,77,100.00,No
24,2025-02-14,14:59:16,34.00,50.00,318.43,7.35,2.94,4.90,247.65,24.49,48.99,77,45,77,100.00,No
25,2025-02-14,14:59:18,33.90,51.00,319.26,7.37,2.95,4.91,248.14,24.56,49.12,77,45,77,100.00,No
26,2025-02-14,14:59:20,33.90,51.00,319.26,7.37,2.95,4.91,248.14,24.56,49.12,77,45,77,100.00,No
27,2025-02-14,14:59:22,33.90,51.00,319.26,7.37,2.95,4.91,248.14,24.56,49.12,77,45,77,100.00,No
28,2025-02-14,14:59:24,33.90,51.00,317.60,7.33,2.93,4.89,247.15,24.43,48.86,76,45,76,100.00,No
29,2025-02-14,14:59:26,33.80,51.00,318.43,7.35,2.94,4.90,247.65,24.49,48.99,77,45,77,100.00,No
30,2025-02-14,14:59:29,33.80,51.00,316.78,7.31,2.92,4.87,246.66,24.37,48.73,76,45,76,100.00,No
31,2025-02-14,14:59:31,33.80,51.00,317.60,7.33,2.93,4.89,247.15,24.43,48.86,76,45,76,100.00,No
32,2025-02-14,14:59:33,33.80,51.00,316.78,7.31,2.92,4.87,246.66,24.37,48.73,76,45,76,100.00,No
33,2025-02-14,14:59:35,33.80,51.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,No
34,2025-02-14,14:59:37,33.80,51.00,316.78,7.31,2.92,4.87,246.66,24.37,48.73,76,45,76,100.00,No
35,2025-02-14,14:59:39,33.80,51.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,No
36,2025-02-14,14:59:41,33.80,51.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
37,2025-02-14,14:59:43,33.80,51.00,317.60,7.33,2.93,4.89,247.15,24.43,48.86,76,45,76,100.00,No
38,2025-02-14,14:59:45,33.80,51.00,316.78,7.31,2.92,4.87,246.66,24.37,48.73,76,45,76,100.00,No
39,2025-02-14,14:59:47,33.80,51.00,317.60,7.33,2.93,4.89,247.15,24.43,48.86,76,45,76,100.00,No
40,2025-02-14,14:59:50,33.80,51.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
41,2025-02-14,14:59:52,33.80,51.00,317.60,7.33,2.93,4.89,247.15,24.43,48.86,76,45,76,100.00,No
42,2025-02-14,14:59:54,33.80,51.00,320.10,7.39,2.95,4.92,248.64,24.62,49.25,77,45,77,100.00,No
43,2025-02-14,14:59:56,33.90,51.00,317.60,7.33,2.93,4.89,247.15,24.43,48.86,76,45,76,100.00,No
44,2025-02-14,14:59:58,33.90,51.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,No
45,2025-02-14,15:00:00,33.90,51.00,318.43,7.35,2.94,4.90,247.65,24.49,48.99,77,45,77,100.00,No
46,2025-02-14,15:00:02,33.90,51.00,317.60,7.33,2.93,4.89,247.15,24.43,48.86,76,45,76,100.00,No
47,2025-02-14,15:00:04,33.90,51.00,318.43,7.35,2.94,4.90,247.65,24.49,48.99,77,45,77,100.00,No
48,2025-02-14,15:00:06,33.90,51.00,318.43,7.35,2.94,4.90,247.65,24.49,48.99,77,45,77,100.00,No
49,2025-02-14,15:00:09,33.90,51.00,321.79,7.43,2.97,4.95,249.65,24.75,49.51,77,45,77,100.00,No
50,2025-02-14,15:00:11,33.90,51.00,321.79,7.43,2.97,4.95,249.65,24.75,49.51,77,45,77,100.00,No
51,2025-02-14,15:00:13,33.90,51.00,320.10,7.39,2.95,4.92,248.64,24.62,49.25,77,45,77,100.00,No
52,2025-02-14,15:00:15,33.90,51.00,319.26,7.37,2.95,4.91,248.14,24.56,49.12,77,45,77,100.00,No
53,2025-02-14,15:00:17,33.90,51.00,318.43,7.35,2.94,4.90,247.65,24.49,48.99,77,45,77,100.00,No
54,2025-02-14,15:00:19,33.90,51.00,316.78,7.31,2.92,4.87,246.66,24.37,48.73,76,45,76,100.00,No
55,2025-02-14,15:00:21,33.90,51.00,317.60,7.33,2.93,4.89,247.15,24.43,48.86,76,45,76,100.00,No
56,2025-02-14,15:00:23,33.90,51.00,320.10,7.39,2.95,4.92,248.64,24.62,49.25,77,45,77,100.00,No
