Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-14,11:51:48,29.90,60.00,322.63,7.45,2.98,4.96,250.16,24.82,49.64,77,45,77,100.00,No
2,2025-02-14,11:51:50,29.90,60.00,315.96,7.29,2.92,4.86,246.16,24.30,48.61,76,45,76,100.00,Yes
1,2025-02-14,11:51:52,29.90,60.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
2,2025-02-14,11:51:54,29.90,60.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,Yes
3,2025-02-14,11:51:56,29.90,60.00,305.62,7.05,2.82,4.70,239.95,23.51,47.02,74,43,74,100.00,Yes
4,2025-02-14,11:51:58,29.90,60.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
5,2025-02-14,11:52:00,29.90,60.00,300.30,6.93,2.77,4.62,236.73,23.10,46.20,74,42,74,100.00,No
6,2025-02-14,11:52:02,29.90,60.00,294.41,6.79,2.72,4.53,233.15,22.65,45.29,73,41,73,100.00,Yes
7,2025-02-14,11:52:05,29.90,60.00,292.98,6.76,2.70,4.51,232.28,22.54,45.07,72,41,72,100.00,No
8,2025-02-14,11:52:07,29.90,60.00,290.84,6.71,2.68,4.47,230.97,22.37,44.74,72,41,72,100.00,Yes
9,2025-02-14,11:52:09,29.90,60.00,290.84,6.71,2.68,4.47,230.97,22.37,44.74,72,41,72,100.00,Yes
10,2025-02-14,11:52:11,29.90,60.00,287.34,6.63,2.65,4.42,228.84,22.10,44.21,72,40,72,100.00,No
11,2025-02-14,11:52:13,29.90,60.00,290.84,6.71,2.68,4.47,230.97,22.37,44.74,72,41,72,100.00,No
12,2025-02-14,11:52:15,29.90,60.00,292.26,6.74,2.70,4.50,231.84,22.48,44.96,72,41,72,100.00,No
13,2025-02-14,11:52:17,29.90,60.00,290.84,6.71,2.68,4.47,230.97,22.37,44.74,72,41,72,100.00,Yes
14,2025-02-14,11:52:19,29.90,60.00,285.97,6.60,2.64,4.40,227.99,22.00,43.99,71,40,71,100.00,Yes
15,2025-02-14,11:52:21,29.90,60.00,280.57,6.47,2.59,4.32,224.67,21.58,43.16,70,39,70,100.00,No
16,2025-02-14,11:52:23,29.90,60.00,281.90,6.51,2.60,4.34,225.49,21.68,43.37,71,40,71,100.00,Yes
17,2025-02-14,11:52:25,29.90,60.00,280.57,6.47,2.59,4.32,224.67,21.58,43.16,70,39,70,100.00,Yes
18,2025-02-14,11:52:28,29.90,60.00,283.92,6.55,2.62,4.37,226.74,21.84,43.68,71,40,71,100.00,No
19,2025-02-14,11:52:30,29.90,60.00,280.57,6.47,2.59,4.32,224.67,21.58,43.16,70,39,70,100.00,No
20,2025-02-14,11:52:32,29.90,60.00,280.57,6.47,2.59,4.32,224.67,21.58,43.16,70,39,70,100.00,No
21,2025-02-14,11:52:34,29.90,60.00,279.91,6.46,2.58,4.31,224.27,21.53,43.06,70,39,70,100.00,Yes
22,2025-02-14,11:52:36,29.90,60.00,279.25,6.44,2.58,4.30,223.86,21.48,42.96,70,39,70,100.00,No
23,2025-02-14,11:52:38,29.90,60.00,280.57,6.47,2.59,4.32,224.67,21.58,43.16,70,39,70,100.00,No
24,2025-02-14,11:52:40,29.90,60.00,279.25,6.44,2.58,4.30,223.86,21.48,42.96,70,39,70,100.00,Yes
25,2025-02-14,11:52:42,29.90,60.00,277.94,6.41,2.57,4.28,223.05,21.38,42.76,70,39,70,100.00,Yes
