Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-14,13:16:12,34.50,52.00,292.26,6.74,2.70,4.50,231.84,22.48,44.96,72,41,72,100.00,No
2,2025-02-14,13:16:14,34.50,52.00,291.55,6.73,2.69,4.49,231.41,22.43,44.85,72,41,72,100.00,No
3,2025-02-14,13:16:16,34.50,52.00,293.69,6.78,2.71,4.52,232.71,22.59,45.18,73,41,73,100.00,No
4,2025-02-14,13:16:18,34.50,52.00,292.98,6.76,2.70,4.51,232.28,22.54,45.07,72,41,72,100.00,No
5,2025-02-14,13:16:20,34.50,52.00,292.98,6.76,2.70,4.51,232.28,22.54,45.07,72,41,72,100.00,No
6,2025-02-14,13:16:22,34.60,51.00,292.26,6.74,2.70,4.50,231.84,22.48,44.96,72,41,72,100.00,No
7,2025-02-14,13:16:24,34.60,51.00,291.55,6.73,2.69,4.49,231.41,22.43,44.85,72,41,72,100.00,No
8,2025-02-14,13:16:26,34.60,51.00,292.98,6.76,2.70,4.51,232.28,22.54,45.07,72,41,72,100.00,No
9,2025-02-14,13:16:28,34.60,51.00,291.55,6.73,2.69,4.49,231.41,22.43,44.85,72,41,72,100.00,No
10,2025-02-14,13:16:30,34.60,51.00,292.98,6.76,2.70,4.51,232.28,22.54,45.07,72,41,72,100.00,No
11,2025-02-14,13:16:32,34.70,51.00,292.26,6.74,2.70,4.50,231.84,22.48,44.96,72,41,72,100.00,No
12,2025-02-14,13:16:35,34.70,50.00,291.55,6.73,2.69,4.49,231.41,22.43,44.85,72,41,72,100.00,No
13,2025-02-14,13:16:37,34.70,50.00,292.98,6.76,2.70,4.51,232.28,22.54,45.07,72,41,72,100.00,No
14,2025-02-14,13:16:39,34.80,50.00,292.98,6.76,2.70,4.51,232.28,22.54,45.07,72,41,72,100.00,No
15,2025-02-14,13:16:41,34.80,50.00,294.41,6.79,2.72,4.53,233.15,22.65,45.29,73,41,73,100.00,No
