Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
173,2025-02-10,16:05:04,35.00,41.00,366.54,8.46,3.38,5.64,275.94,28.20,56.39,84,51,84,0.00,No
1,2025-02-10,16:05:06,35.00,41.00,357.12,8.24,3.30,5.49,270.48,27.47,54.94,83,-1,83,0.00,No
2,2025-02-10,16:05:08,34.90,41.00,357.12,8.24,3.30,5.49,270.48,27.47,54.94,83,-1,83,0.00,No
3,2025-02-10,16:05:10,34.90,41.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
4,2025-02-10,16:05:13,34.90,41.00,357.12,8.24,3.30,5.49,270.48,27.47,54.94,83,-1,83,0.00,No
5,2025-02-10,16:05:15,34.90,41.00,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83,51,83,0.00,No
6,2025-02-10,16:05:17,34.90,41.00,347.17,8.01,3.20,5.34,264.66,26.71,53.41,81,49,81,0.00,No
7,2025-02-10,16:05:19,34.90,41.00,348.14,8.03,3.21,5.36,265.23,26.78,53.56,81,49,81,0.00,No
8,2025-02-10,16:05:21,34.90,41.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,0.00,No
9,2025-02-10,16:05:23,34.80,41.00,342.37,7.90,3.16,5.27,261.85,26.34,52.67,80,48,80,0.00,No
10,2025-02-10,16:05:25,34.80,41.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,0.00,No
11,2025-02-10,16:05:27,34.80,41.00,341.43,7.88,3.15,5.25,261.29,26.26,52.53,80,48,80,0.00,No
12,2025-02-10,16:05:29,34.80,41.00,344.28,7.94,3.18,5.30,262.96,26.48,52.97,81,49,81,0.00,No
13,2025-02-10,16:05:31,34.80,41.00,345.23,7.97,3.19,5.31,263.53,26.56,53.11,81,49,81,0.00,No
14,2025-02-10,16:05:33,34.80,41.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,0.00,No
15,2025-02-10,16:05:35,34.80,41.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,0.00,No
16,2025-02-10,16:05:38,34.80,41.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,0.00,No
17,2025-02-10,16:05:40,34.80,41.00,344.28,7.94,3.18,5.30,262.96,26.48,52.97,81,49,81,0.00,No
18,2025-02-10,16:05:42,34.80,41.00,347.17,8.01,3.20,5.34,264.66,26.71,53.41,81,49,81,0.00,No
19,2025-02-10,16:05:44,34.80,41.00,346.20,7.99,3.20,5.33,264.09,26.63,53.26,81,49,81,0.00,No
20,2025-02-10,16:05:46,34.80,41.00,347.17,8.01,3.20,5.34,264.66,26.71,53.41,81,49,81,0.00,No
21,2025-02-10,16:05:48,34.80,41.00,348.14,8.03,3.21,5.36,265.23,26.78,53.56,81,49,81,0.00,No
22,2025-02-10,16:05:50,34.80,41.00,347.17,8.01,3.20,5.34,264.66,26.71,53.41,81,49,81,0.00,No
23,2025-02-10,16:05:52,34.80,41.00,347.17,8.01,3.20,5.34,264.66,26.71,53.41,81,49,81,0.00,No
24,2025-02-10,16:05:54,34.70,41.00,349.12,8.06,3.22,5.37,265.80,26.86,53.71,82,49,82,0.00,No
25,2025-02-10,16:05:56,34.70,41.00,350.10,8.08,3.23,5.39,266.38,26.93,53.86,82,49,82,0.00,No
26,2025-02-10,16:05:58,34.70,41.00,347.17,8.01,3.20,5.34,264.66,26.71,53.41,81,49,81,0.00,No
