Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
173,2025-02-10,15:34:58,32.40,47.00,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83,51,83,0.00,No
1,2025-02-10,15:35:00,32.40,47.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
2,2025-02-10,15:35:03,32.40,47.00,350.10,8.08,3.23,5.39,266.38,26.93,53.86,82,49,82,0.00,No
3,2025-02-10,15:35:05,32.40,47.00,349.12,8.06,3.22,5.37,265.80,26.86,53.71,82,49,82,0.00,No
4,2025-02-10,15:35:07,32.40,47.00,349.12,8.06,3.22,5.37,265.80,26.86,53.71,82,49,82,0.00,No
5,2025-02-10,15:35:09,32.40,47.00,352.08,8.12,3.25,5.42,267.54,27.08,54.17,82,-1,82,0.00,No
6,2025-02-10,15:35:11,32.40,48.00,349.12,8.06,3.22,5.37,265.80,26.86,53.71,82,49,82,0.00,No
7,2025-02-10,15:35:13,32.40,48.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
8,2025-02-10,15:35:15,32.40,49.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
9,2025-02-10,15:35:17,32.40,49.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
10,2025-02-10,15:35:19,32.40,49.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
11,2025-02-10,15:35:21,32.40,48.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
12,2025-02-10,15:35:23,32.40,48.00,355.09,8.19,3.28,5.46,269.29,27.31,54.63,82,-1,82,0.00,No
13,2025-02-10,15:35:25,32.40,48.00,350.10,8.08,3.23,5.39,266.38,26.93,53.86,82,49,82,0.00,No
14,2025-02-10,15:35:28,32.40,48.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
15,2025-02-10,15:35:30,32.40,48.00,352.08,8.12,3.25,5.42,267.54,27.08,54.17,82,-1,82,0.00,No
16,2025-02-10,15:35:32,32.40,47.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
17,2025-02-10,15:35:34,32.40,47.00,349.12,8.06,3.22,5.37,265.80,26.86,53.71,82,49,82,0.00,No
18,2025-02-10,15:35:36,32.40,47.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
19,2025-02-10,15:35:38,32.40,47.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
20,2025-02-10,15:35:40,32.40,47.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
21,2025-02-10,15:35:42,32.40,47.00,357.12,8.24,3.30,5.49,270.48,27.47,54.94,83,-1,83,0.00,No
22,2025-02-10,15:35:44,32.40,47.00,352.08,8.12,3.25,5.42,267.54,27.08,54.17,82,-1,82,0.00,No
23,2025-02-10,15:35:46,32.40,47.00,352.08,8.12,3.25,5.42,267.54,27.08,54.17,82,-1,82,0.00,No
24,2025-02-10,15:35:48,32.40,47.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
25,2025-02-10,15:35:50,32.40,48.00,349.12,8.06,3.22,5.37,265.80,26.86,53.71,82,49,82,0.00,No
26,2025-02-10,15:35:53,32.50,48.00,349.12,8.06,3.22,5.37,265.80,26.86,53.71,82,49,82,0.00,No
27,2025-02-10,15:35:55,32.40,48.00,353.08,8.15,3.26,5.43,268.12,27.16,54.32,82,-1,82,0.00,No
28,2025-02-10,15:35:57,32.50,48.00,350.10,8.08,3.23,5.39,266.38,26.93,53.86,82,49,82,0.00,No
29,2025-02-10,15:35:59,32.50,48.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
30,2025-02-10,15:36:01,32.40,48.00,351.09,8.10,3.24,5.40,266.96,27.01,54.01,82,-1,82,0.00,No
31,2025-02-10,15:36:03,32.50,48.00,355.09,8.19,3.28,5.46,269.29,27.31,54.63,82,-1,82,0.00,No
32,2025-02-10,15:36:05,32.50,48.00,353.08,8.15,3.26,5.43,268.12,27.16,54.32,82,-1,82,0.00,No
33,2025-02-10,15:36:07,32.50,48.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
34,2025-02-10,15:36:09,32.50,48.00,352.08,8.12,3.25,5.42,267.54,27.08,54.17,82,-1,82,0.00,No
35,2025-02-10,15:36:11,32.50,47.00,353.08,8.15,3.26,5.43,268.12,27.16,54.32,82,-1,82,0.00,No
36,2025-02-10,15:36:13,32.50,47.00,357.12,8.24,3.30,5.49,270.48,27.47,54.94,83,-1,83,0.00,No
37,2025-02-10,15:36:15,32.50,47.00,355.09,8.19,3.28,5.46,269.29,27.31,54.63,82,-1,82,0.00,No
38,2025-02-10,15:36:17,32.50,47.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
39,2025-02-10,15:36:20,32.50,47.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
40,2025-02-10,15:36:22,32.50,47.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
