Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-14,16:28:42,31.40,60.00,339.56,7.84,3.13,5.22,260.19,26.12,52.24,80,48,80,100.00,No
2,2025-02-14,16:28:44,31.40,60.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
3,2025-02-14,16:28:46,31.40,60.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
4,2025-02-14,16:28:48,31.40,60.00,339.56,7.84,3.13,5.22,260.19,26.12,52.24,80,48,80,100.00,No
5,2025-02-14,16:28:50,31.40,60.00,339.56,7.84,3.13,5.22,260.19,26.12,52.24,80,48,80,100.00,No
6,2025-02-14,16:28:52,31.40,60.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
7,2025-02-14,16:28:54,31.40,60.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
8,2025-02-14,16:28:56,31.40,60.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
9,2025-02-14,16:28:59,31.40,60.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
10,2025-02-14,16:29:01,31.40,60.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
11,2025-02-14,16:29:03,31.40,60.00,339.56,7.84,3.13,5.22,260.19,26.12,52.24,80,48,80,100.00,No
12,2025-02-14,16:29:05,31.40,60.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
13,2025-02-14,16:29:07,31.40,60.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
14,2025-02-14,16:29:09,31.50,60.00,342.37,7.90,3.16,5.27,261.85,26.34,52.67,80,48,80,100.00,No
15,2025-02-14,16:29:11,31.50,60.00,342.37,7.90,3.16,5.27,261.85,26.34,52.67,80,48,80,100.00,No
16,2025-02-14,16:29:13,31.50,60.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
17,2025-02-14,16:29:15,31.50,60.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
18,2025-02-14,16:29:18,31.50,60.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
19,2025-02-14,16:29:20,31.50,60.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
20,2025-02-14,16:29:22,31.50,60.00,345.23,7.97,3.19,5.31,263.53,26.56,53.11,81,49,81,100.00,No
21,2025-02-14,16:29:24,31.50,60.00,348.14,8.03,3.21,5.36,265.23,26.78,53.56,81,49,81,100.00,No
22,2025-02-14,16:29:26,31.50,60.00,346.20,7.99,3.20,5.33,264.09,26.63,53.26,81,49,81,100.00,No
23,2025-02-14,16:29:28,31.40,60.00,348.14,8.03,3.21,5.36,265.23,26.78,53.56,81,49,81,100.00,No
24,2025-02-14,16:29:30,31.40,60.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
25,2025-02-14,16:29:32,31.40,60.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
26,2025-02-14,16:29:34,31.30,60.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
27,2025-02-14,16:29:36,31.30,60.00,343.32,7.92,3.17,5.28,262.40,26.41,52.82,81,48,81,100.00,No
28,2025-02-14,16:29:39,31.30,60.00,342.37,7.90,3.16,5.27,261.85,26.34,52.67,80,48,80,100.00,No
29,2025-02-14,16:29:41,31.30,61.00,342.37,7.90,3.16,5.27,261.85,26.34,52.67,80,48,80,100.00,No
30,2025-02-14,16:29:43,31.20,61.00,342.37,7.90,3.16,5.27,261.85,26.34,52.67,80,48,80,100.00,No
31,2025-02-14,16:29:45,31.20,61.00,342.37,7.90,3.16,5.27,261.85,26.34,52.67,80,48,80,100.00,No
32,2025-02-14,16:29:47,31.20,61.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
33,2025-02-14,16:29:49,31.20,61.00,339.56,7.84,3.13,5.22,260.19,26.12,52.24,80,48,80,100.00,No
