Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-14,13:58:17,34.50,49.00,307.95,7.11,2.84,4.74,241.35,23.69,47.38,75,43,75,100.00,No
2,2025-02-14,13:58:19,34.50,49.00,309.52,7.14,2.86,4.76,242.30,23.81,47.62,75,44,75,100.00,No
3,2025-02-14,13:58:22,34.50,49.00,307.95,7.11,2.84,4.74,241.35,23.69,47.38,75,43,75,100.00,No
4,2025-02-14,13:58:24,34.50,49.00,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75,44,75,100.00,No
5,2025-02-14,13:58:26,34.50,49.00,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75,44,75,100.00,No
6,2025-02-14,13:58:28,34.60,49.00,307.95,7.11,2.84,4.74,241.35,23.69,47.38,75,43,75,100.00,No
7,2025-02-14,13:58:30,34.60,48.00,309.52,7.14,2.86,4.76,242.30,23.81,47.62,75,44,75,100.00,No
8,2025-02-14,13:58:32,34.60,48.00,307.95,7.11,2.84,4.74,241.35,23.69,47.38,75,43,75,100.00,No
9,2025-02-14,13:58:34,34.60,49.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
10,2025-02-14,13:58:36,34.60,49.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
11,2025-02-14,13:58:38,34.60,49.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
12,2025-02-14,13:58:40,34.60,49.00,311.91,7.20,2.88,4.80,243.73,23.99,47.99,76,44,76,100.00,No
13,2025-02-14,13:58:43,34.60,49.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
14,2025-02-14,13:58:45,34.60,49.00,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75,44,75,100.00,No
15,2025-02-14,13:58:47,34.60,49.00,309.52,7.14,2.86,4.76,242.30,23.81,47.62,75,44,75,100.00,No
16,2025-02-14,13:58:49,34.60,49.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
17,2025-02-14,13:58:51,34.50,49.00,309.52,7.14,2.86,4.76,242.30,23.81,47.62,75,44,75,100.00,No
18,2025-02-14,13:58:53,34.50,49.00,311.91,7.20,2.88,4.80,243.73,23.99,47.99,76,44,76,100.00,No
19,2025-02-14,13:58:55,34.50,49.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
20,2025-02-14,13:58:57,34.50,49.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
21,2025-02-14,13:58:59,34.50,49.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
22,2025-02-14,13:59:02,34.50,49.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
23,2025-02-14,13:59:04,34.40,50.00,309.52,7.14,2.86,4.76,242.30,23.81,47.62,75,44,75,100.00,No
24,2025-02-14,13:59:06,34.40,50.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
25,2025-02-14,13:59:08,34.30,51.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
26,2025-02-14,13:59:10,34.30,51.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
27,2025-02-14,13:59:12,34.20,51.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
28,2025-02-14,13:59:14,34.20,51.00,311.91,7.20,2.88,4.80,243.73,23.99,47.99,76,44,76,100.00,No
29,2025-02-14,13:59:16,34.10,51.00,309.52,7.14,2.86,4.76,242.30,23.81,47.62,75,44,75,100.00,No
