Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-10,16:47:12,33.20,50.00,395.21,9.12,3.65,6.08,292.40,30.40,60.80,89,53,89,0.00,No
2,2025-02-10,16:47:14,33.20,50.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,0.00,No
3,2025-02-10,16:47:16,33.20,50.00,387.96,8.95,3.58,5.97,288.27,29.84,59.69,88,53,88,0.00,No
4,2025-02-10,16:47:18,33.20,50.00,396.44,9.15,3.66,6.10,293.10,30.50,60.99,89,53,89,0.00,No
5,2025-02-10,16:47:20,33.20,50.00,390.35,9.01,3.60,6.01,289.63,30.03,60.05,88,53,88,0.00,No
6,2025-02-10,16:47:23,33.20,50.00,396.44,9.15,3.66,6.10,293.10,30.50,60.99,89,53,89,0.00,No
7,2025-02-10,16:47:25,33.20,50.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,0.00,No
8,2025-02-10,16:47:27,33.20,50.00,397.68,9.18,3.67,6.12,293.80,30.59,61.18,89,54,89,0.00,No
9,2025-02-10,16:47:29,33.20,50.00,392.77,9.06,3.63,6.04,291.01,30.21,60.43,89,53,89,0.00,No
10,2025-02-10,16:47:31,33.20,50.00,393.98,9.09,3.64,6.06,291.70,30.31,60.61,89,53,89,0.00,No
11,2025-02-10,16:47:33,33.20,50.00,395.21,9.12,3.65,6.08,292.40,30.40,60.80,89,53,89,0.00,No
12,2025-02-10,16:47:35,33.20,50.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,0.00,No
13,2025-02-10,16:47:37,33.20,50.00,393.98,9.09,3.64,6.06,291.70,30.31,60.61,89,53,89,0.00,No
14,2025-02-10,16:47:39,33.20,50.00,389.15,8.98,3.59,5.99,288.95,29.93,59.87,88,53,88,0.00,No
15,2025-02-10,16:47:41,33.20,50.00,395.21,9.12,3.65,6.08,292.40,30.40,60.80,89,53,89,0.00,No
16,2025-02-10,16:47:43,33.20,50.00,392.77,9.06,3.63,6.04,291.01,30.21,60.43,89,53,89,0.00,No
17,2025-02-10,16:47:45,33.20,50.00,392.77,9.06,3.63,6.04,291.01,30.21,60.43,89,53,89,0.00,No
18,2025-02-10,16:47:48,33.20,50.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,0.00,No
19,2025-02-10,16:47:50,33.20,50.00,395.21,9.12,3.65,6.08,292.40,30.40,60.80,89,53,89,0.00,No
20,2025-02-10,16:47:52,33.20,50.00,395.21,9.12,3.65,6.08,292.40,30.40,60.80,89,53,89,0.00,No
21,2025-02-10,16:47:54,33.20,50.00,398.92,9.21,3.68,6.14,294.51,30.69,61.37,90,54,90,0.00,No
22,2025-02-10,16:47:56,33.20,50.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,0.00,No
23,2025-02-10,16:47:58,33.20,50.00,393.98,9.09,3.64,6.06,291.70,30.31,60.61,89,53,89,0.00,No
24,2025-02-10,16:48:00,33.20,50.00,397.68,9.18,3.67,6.12,293.80,30.59,61.18,89,54,89,0.00,No
25,2025-02-10,16:48:02,33.20,50.00,395.21,9.12,3.65,6.08,292.40,30.40,60.80,89,53,89,0.00,No
26,2025-02-10,16:48:04,33.20,50.00,395.21,9.12,3.65,6.08,292.40,30.40,60.80,89,53,89,0.00,No
27,2025-02-10,16:48:06,33.20,50.00,393.98,9.09,3.64,6.06,291.70,30.31,60.61,89,53,89,0.00,No
28,2025-02-10,16:48:08,33.20,50.00,392.77,9.06,3.63,6.04,291.01,30.21,60.43,89,53,89,0.00,No
29,2025-02-10,16:48:11,33.30,50.00,393.98,9.09,3.64,6.06,291.70,30.31,60.61,89,53,89,0.00,No
30,2025-02-10,16:48:13,33.30,50.00,396.44,9.15,3.66,6.10,293.10,30.50,60.99,89,53,89,0.00,No
31,2025-02-10,16:48:15,33.30,50.00,396.44,9.15,3.66,6.10,293.10,30.50,60.99,89,53,89,0.00,No
32,2025-02-10,16:48:17,33.30,50.00,400.18,9.23,3.69,6.16,295.22,30.78,61.57,90,54,90,0.00,No
33,2025-02-10,16:48:19,33.30,50.00,402.71,9.29,3.72,6.20,296.66,30.98,61.95,90,54,90,0.00,No
34,2025-02-10,16:48:21,33.30,50.00,397.68,9.18,3.67,6.12,293.80,30.59,61.18,89,54,89,0.00,No
35,2025-02-10,16:48:23,33.20,50.00,397.68,9.18,3.67,6.12,293.80,30.59,61.18,89,54,89,0.00,No
36,2025-02-10,16:48:25,33.20,50.00,401.44,9.26,3.71,6.18,295.94,30.88,61.76,90,54,90,0.00,No
37,2025-02-10,16:48:27,33.20,50.00,402.71,9.29,3.72,6.20,296.66,30.98,61.95,90,54,90,0.00,No
38,2025-02-10,16:48:29,33.20,50.00,401.44,9.26,3.71,6.18,295.94,30.88,61.76,90,54,90,0.00,No
39,2025-02-10,16:48:31,33.20,50.00,397.68,9.18,3.67,6.12,293.80,30.59,61.18,89,54,89,0.00,No
40,2025-02-10,16:48:33,33.20,50.00,401.44,9.26,3.71,6.18,295.94,30.88,61.76,90,54,90,0.00,No
41,2025-02-10,16:48:36,33.20,50.00,398.92,9.21,3.68,6.14,294.51,30.69,61.37,90,54,90,0.00,No
42,2025-02-10,16:48:38,33.20,50.00,393.98,9.09,3.64,6.06,291.70,30.31,60.61,89,53,89,0.00,No
43,2025-02-10,16:48:40,33.20,50.00,397.68,9.18,3.67,6.12,293.80,30.59,61.18,89,54,89,0.00,No
44,2025-02-10,16:48:42,33.20,50.00,397.68,9.18,3.67,6.12,293.80,30.59,61.18,89,54,89,0.00,No
45,2025-02-10,16:48:44,33.10,50.00,401.44,9.26,3.71,6.18,295.94,30.88,61.76,90,54,90,0.00,No
46,2025-02-10,16:48:46,33.10,50.00,397.68,9.18,3.67,6.12,293.80,30.59,61.18,89,54,89,0.00,No
47,2025-02-10,16:48:48,33.10,50.00,397.68,9.18,3.67,6.12,293.80,30.59,61.18,89,54,89,0.00,No
48,2025-02-10,16:48:50,33.10,50.00,402.71,9.29,3.72,6.20,296.66,30.98,61.95,90,54,90,0.00,No
49,2025-02-10,16:48:52,33.10,50.00,400.18,9.23,3.69,6.16,295.22,30.78,61.57,90,54,90,0.00,No
50,2025-02-10,16:48:54,33.10,50.00,402.71,9.29,3.72,6.20,296.66,30.98,61.95,90,54,90,0.00,No
51,2025-02-10,16:48:57,33.20,50.00,401.44,9.26,3.71,6.18,295.94,30.88,61.76,90,54,90,0.00,No
52,2025-02-10,16:48:59,33.20,50.00,397.68,9.18,3.67,6.12,293.80,30.59,61.18,89,54,89,0.00,No
53,2025-02-10,16:49:01,33.20,50.00,397.68,9.18,3.67,6.12,293.80,30.59,61.18,89,54,89,0.00,No
54,2025-02-10,16:49:03,33.20,50.00,406.55,9.38,3.75,6.25,298.83,31.27,62.55,91,54,91,0.00,No
55,2025-02-10,16:49:05,33.10,50.00,402.71,9.29,3.72,6.20,296.66,30.98,61.95,90,54,90,0.00,No
56,2025-02-10,16:49:07,33.10,50.00,403.98,9.32,3.73,6.22,297.38,31.08,62.15,90,54,90,0.00,No
57,2025-02-10,16:49:09,33.10,50.00,407.85,9.41,3.76,6.27,299.57,31.37,62.75,91,54,91,0.00,No
58,2025-02-10,16:49:11,33.10,50.00,397.68,9.18,3.67,6.12,293.80,30.59,61.18,89,54,89,0.00,No
59,2025-02-10,16:49:13,33.10,50.00,402.71,9.29,3.72,6.20,296.66,30.98,61.95,90,54,90,0.00,No
60,2025-02-10,16:49:15,33.10,50.00,400.18,9.23,3.69,6.16,295.22,30.78,61.57,90,54,90,0.00,No
61,2025-02-10,16:49:17,33.10,50.00,402.71,9.29,3.72,6.20,296.66,30.98,61.95,90,54,90,0.00,No
62,2025-02-10,16:49:20,33.10,50.00,397.68,9.18,3.67,6.12,293.80,30.59,61.18,89,54,89,0.00,No
63,2025-02-10,16:49:22,33.10,50.00,403.98,9.32,3.73,6.22,297.38,31.08,62.15,90,54,90,0.00,No
64,2025-02-10,16:49:24,33.10,50.00,401.44,9.26,3.71,6.18,295.94,30.88,61.76,90,54,90,0.00,No
65,2025-02-10,16:49:26,33.10,50.00,402.71,9.29,3.72,6.20,296.66,30.98,61.95,90,54,90,0.00,No
66,2025-02-10,16:49:28,33.10,50.00,406.55,9.38,3.75,6.25,298.83,31.27,62.55,91,54,91,0.00,No
67,2025-02-10,16:49:30,33.10,50.00,403.98,9.32,3.73,6.22,297.38,31.08,62.15,90,54,90,0.00,No
68,2025-02-10,16:49:32,33.10,50.00,398.92,9.21,3.68,6.14,294.51,30.69,61.37,90,54,90,0.00,No
69,2025-02-10,16:49:34,33.10,50.00,406.55,9.38,3.75,6.25,298.83,31.27,62.55,91,54,91,0.00,No
70,2025-02-10,16:49:36,33.10,50.00,406.55,9.38,3.75,6.25,298.83,31.27,62.55,91,54,91,0.00,No
71,2025-02-10,16:49:38,33.10,50.00,402.71,9.29,3.72,6.20,296.66,30.98,61.95,90,54,90,0.00,No
72,2025-02-10,16:49:40,33.10,51.00,403.98,9.32,3.73,6.22,297.38,31.08,62.15,90,54,90,0.00,No
73,2025-02-10,16:49:43,33.10,51.00,406.55,9.38,3.75,6.25,298.83,31.27,62.55,91,54,91,0.00,No
74,2025-02-10,16:49:45,33.10,51.00,398.92,9.21,3.68,6.14,294.51,30.69,61.37,90,54,90,0.00,No
75,2025-02-10,16:49:47,33.10,51.00,406.55,9.38,3.75,6.25,298.83,31.27,62.55,91,54,91,0.00,No
76,2025-02-10,16:49:49,33.10,51.00,402.71,9.29,3.72,6.20,296.66,30.98,61.95,90,54,90,0.00,No
