Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
173,2025-02-10,15:16:55,32.20,46.00,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85,52,85,0.00,No
1,2025-02-10,15:16:57,32.20,46.00,368.69,8.51,3.40,5.67,277.19,28.36,56.72,85,51,85,0.00,No
2,2025-02-10,15:16:59,32.20,46.00,368.69,8.51,3.40,5.67,277.19,28.36,56.72,85,51,85,0.00,No
3,2025-02-10,15:17:01,32.20,46.00,373.06,8.61,3.44,5.74,279.72,28.70,57.39,85,52,85,0.00,No
4,2025-02-10,15:17:03,32.20,46.00,375.29,8.66,3.46,5.77,281.00,28.87,57.74,86,52,86,0.00,No
5,2025-02-10,15:17:06,32.30,46.00,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86,52,86,0.00,No
6,2025-02-10,15:17:08,32.30,46.00,373.06,8.61,3.44,5.74,279.72,28.70,57.39,85,52,85,0.00,No
7,2025-02-10,15:17:10,32.30,46.00,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85,51,85,0.00,No
8,2025-02-10,15:17:12,32.30,46.00,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85,52,85,0.00,No
9,2025-02-10,15:17:14,32.30,46.00,367.61,8.48,3.39,5.66,276.57,28.28,56.56,85,51,85,0.00,No
10,2025-02-10,15:17:16,32.30,46.00,373.06,8.61,3.44,5.74,279.72,28.70,57.39,85,52,85,0.00,No
11,2025-02-10,15:17:18,32.30,46.00,367.61,8.48,3.39,5.66,276.57,28.28,56.56,85,51,85,0.00,No
12,2025-02-10,15:17:20,32.30,46.00,367.61,8.48,3.39,5.66,276.57,28.28,56.56,85,51,85,0.00,No
