Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
171,2025-02-14,17:22:49,31.30,61.00,402.71,9.29,3.72,6.20,296.66,30.98,61.95,90,54,90,100.00,No
1,2025-02-14,17:22:51,31.30,61.00,393.98,9.09,3.64,6.06,291.70,30.31,60.61,89,53,89,100.00,No
2,2025-02-14,17:22:53,31.30,61.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,100.00,No
3,2025-02-14,17:22:55,31.20,61.00,396.44,9.15,3.66,6.10,293.10,30.50,60.99,89,53,89,100.00,No
4,2025-02-14,17:22:58,31.20,61.00,396.44,9.15,3.66,6.10,293.10,30.50,60.99,89,53,89,100.00,No
5,2025-02-14,17:23:00,31.20,61.00,395.21,9.12,3.65,6.08,292.40,30.40,60.80,89,53,89,100.00,No
6,2025-02-14,17:23:02,31.20,61.00,393.98,9.09,3.64,6.06,291.70,30.31,60.61,89,53,89,100.00,No
7,2025-02-14,17:23:04,31.20,61.00,393.98,9.09,3.64,6.06,291.70,30.31,60.61,89,53,89,100.00,No
8,2025-02-14,17:23:06,31.20,61.00,395.21,9.12,3.65,6.08,292.40,30.40,60.80,89,53,89,100.00,No
9,2025-02-14,17:23:08,31.20,61.00,390.35,9.01,3.60,6.01,289.63,30.03,60.05,88,53,88,100.00,No
10,2025-02-14,17:23:10,31.20,62.00,392.77,9.06,3.63,6.04,291.01,30.21,60.43,89,53,89,100.00,No
11,2025-02-14,17:23:12,31.10,62.00,392.77,9.06,3.63,6.04,291.01,30.21,60.43,89,53,89,100.00,No
12,2025-02-14,17:23:14,31.10,62.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,100.00,No
13,2025-02-14,17:23:17,31.10,62.00,389.15,8.98,3.59,5.99,288.95,29.93,59.87,88,53,88,100.00,No
14,2025-02-14,17:23:19,31.10,62.00,389.15,8.98,3.59,5.99,288.95,29.93,59.87,88,53,88,100.00,No
15,2025-02-14,17:23:21,31.10,62.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,100.00,No
16,2025-02-14,17:23:23,31.10,62.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,100.00,No
17,2025-02-14,17:23:25,31.10,62.00,387.96,8.95,3.58,5.97,288.27,29.84,59.69,88,53,88,100.00,No
18,2025-02-14,17:23:27,31.10,62.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,100.00,No
19,2025-02-14,17:23:29,31.10,62.00,389.15,8.98,3.59,5.99,288.95,29.93,59.87,88,53,88,100.00,No
20,2025-02-14,17:23:31,31.20,62.00,393.98,9.09,3.64,6.06,291.70,30.31,60.61,89,53,89,100.00,No
21,2025-02-14,17:23:33,31.20,62.00,393.98,9.09,3.64,6.06,291.70,30.31,60.61,89,53,89,100.00,No
22,2025-02-14,17:23:36,31.20,62.00,397.68,9.18,3.67,6.12,293.80,30.59,61.18,89,54,89,100.00,No
23,2025-02-14,17:23:38,31.20,62.00,396.44,9.15,3.66,6.10,293.10,30.50,60.99,89,53,89,100.00,No
24,2025-02-14,17:23:40,31.20,62.00,397.68,9.18,3.67,6.12,293.80,30.59,61.18,89,54,89,100.00,No
25,2025-02-14,17:23:42,31.20,61.00,395.21,9.12,3.65,6.08,292.40,30.40,60.80,89,53,89,100.00,No
26,2025-02-14,17:23:44,31.20,61.00,397.68,9.18,3.67,6.12,293.80,30.59,61.18,89,54,89,100.00,No
27,2025-02-14,17:23:46,31.20,61.00,393.98,9.09,3.64,6.06,291.70,30.31,60.61,89,53,89,100.00,No
28,2025-02-14,17:23:48,31.10,61.00,392.77,9.06,3.63,6.04,291.01,30.21,60.43,89,53,89,100.00,No
29,2025-02-14,17:23:50,31.10,61.00,392.77,9.06,3.63,6.04,291.01,30.21,60.43,89,53,89,100.00,No
30,2025-02-14,17:23:52,31.10,61.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,100.00,No
31,2025-02-14,17:23:55,31.10,61.00,392.77,9.06,3.63,6.04,291.01,30.21,60.43,89,53,89,100.00,No
32,2025-02-14,17:23:57,31.10,61.00,392.77,9.06,3.63,6.04,291.01,30.21,60.43,89,53,89,100.00,No
33,2025-02-14,17:23:59,31.10,61.00,393.98,9.09,3.64,6.06,291.70,30.31,60.61,89,53,89,100.00,No
34,2025-02-14,17:24:01,31.10,61.00,393.98,9.09,3.64,6.06,291.70,30.31,60.61,89,53,89,100.00,No
35,2025-02-14,17:24:03,31.10,61.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,100.00,No
36,2025-02-14,17:24:05,31.10,62.00,390.35,9.01,3.60,6.01,289.63,30.03,60.05,88,53,88,100.00,No
37,2025-02-14,17:24:07,31.10,62.00,395.21,9.12,3.65,6.08,292.40,30.40,60.80,89,53,89,100.00,No
38,2025-02-14,17:24:09,31.10,62.00,395.21,9.12,3.65,6.08,292.40,30.40,60.80,89,53,89,100.00,No
39,2025-02-14,17:24:11,31.10,62.00,396.44,9.15,3.66,6.10,293.10,30.50,60.99,89,53,89,100.00,No
40,2025-02-14,17:24:14,31.10,62.00,392.77,9.06,3.63,6.04,291.01,30.21,60.43,89,53,89,100.00,No
41,2025-02-14,17:24:16,31.10,62.00,395.21,9.12,3.65,6.08,292.40,30.40,60.80,89,53,89,100.00,No
42,2025-02-14,17:24:18,31.10,62.00,393.98,9.09,3.64,6.06,291.70,30.31,60.61,89,53,89,100.00,No
43,2025-02-14,17:24:20,31.10,62.00,393.98,9.09,3.64,6.06,291.70,30.31,60.61,89,53,89,100.00,No
44,2025-02-14,17:24:22,31.20,62.00,396.44,9.15,3.66,6.10,293.10,30.50,60.99,89,53,89,100.00,No
45,2025-02-14,17:24:24,31.20,62.00,397.68,9.18,3.67,6.12,293.80,30.59,61.18,89,54,89,100.00,No
46,2025-02-14,17:24:26,31.20,62.00,396.44,9.15,3.66,6.10,293.10,30.50,60.99,89,53,89,100.00,No
47,2025-02-14,17:24:28,31.20,62.00,395.21,9.12,3.65,6.08,292.40,30.40,60.80,89,53,89,100.00,No
48,2025-02-14,17:24:30,31.20,61.00,392.77,9.06,3.63,6.04,291.01,30.21,60.43,89,53,89,100.00,No
49,2025-02-14,17:24:33,31.20,61.00,395.21,9.12,3.65,6.08,292.40,30.40,60.80,89,53,89,100.00,No
50,2025-02-14,17:24:35,31.20,61.00,396.44,9.15,3.66,6.10,293.10,30.50,60.99,89,53,89,100.00,No
51,2025-02-14,17:24:37,31.20,61.00,395.21,9.12,3.65,6.08,292.40,30.40,60.80,89,53,89,100.00,No
52,2025-02-14,17:24:39,31.20,61.00,396.44,9.15,3.66,6.10,293.10,30.50,60.99,89,53,89,100.00,No
