Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
173,2025-02-10,16:17:06,35.00,43.00,362.30,8.36,3.34,5.57,273.49,27.87,55.74,84,51,84,0.00,No
1,2025-02-10,16:17:08,35.00,43.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
2,2025-02-10,16:17:10,35.00,43.00,353.08,8.15,3.26,5.43,268.12,27.16,54.32,82,-1,82,0.00,No
3,2025-02-10,16:17:12,35.00,43.00,358.15,8.26,3.31,5.51,271.07,27.55,55.10,83,51,83,0.00,No
4,2025-02-10,16:17:14,35.00,43.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
5,2025-02-10,16:17:16,35.00,43.00,358.15,8.26,3.31,5.51,271.07,27.55,55.10,83,51,83,0.00,No
6,2025-02-10,16:17:18,34.90,43.00,355.09,8.19,3.28,5.46,269.29,27.31,54.63,82,-1,82,0.00,No
7,2025-02-10,16:17:20,34.90,43.00,357.12,8.24,3.30,5.49,270.48,27.47,54.94,83,-1,83,0.00,No
8,2025-02-10,16:17:22,34.90,43.00,357.12,8.24,3.30,5.49,270.48,27.47,54.94,83,-1,83,0.00,No
9,2025-02-10,16:17:24,34.90,43.00,357.12,8.24,3.30,5.49,270.48,27.47,54.94,83,-1,83,0.00,No
10,2025-02-10,16:17:26,34.90,43.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
11,2025-02-10,16:17:28,34.90,43.00,353.08,8.15,3.26,5.43,268.12,27.16,54.32,82,-1,82,0.00,No
12,2025-02-10,16:17:31,34.80,43.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
13,2025-02-10,16:17:33,34.80,43.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
14,2025-02-10,16:17:35,34.80,43.00,357.12,8.24,3.30,5.49,270.48,27.47,54.94,83,-1,83,0.00,No
15,2025-02-10,16:17:37,34.80,43.00,355.09,8.19,3.28,5.46,269.29,27.31,54.63,82,-1,82,0.00,No
16,2025-02-10,16:17:39,34.80,43.00,352.08,8.12,3.25,5.42,267.54,27.08,54.17,82,-1,82,0.00,No
17,2025-02-10,16:17:41,34.80,43.00,358.15,8.26,3.31,5.51,271.07,27.55,55.10,83,51,83,0.00,No
18,2025-02-10,16:17:43,34.80,43.00,352.08,8.12,3.25,5.42,267.54,27.08,54.17,82,-1,82,0.00,No
19,2025-02-10,16:17:45,34.80,43.00,351.09,8.10,3.24,5.40,266.96,27.01,54.01,82,-1,82,0.00,No
20,2025-02-10,16:17:47,34.80,43.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
21,2025-02-10,16:17:49,34.80,43.00,355.09,8.19,3.28,5.46,269.29,27.31,54.63,82,-1,82,0.00,No
22,2025-02-10,16:17:51,34.80,43.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
23,2025-02-10,16:17:54,34.80,43.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
24,2025-02-10,16:17:56,34.80,43.00,351.09,8.10,3.24,5.40,266.96,27.01,54.01,82,-1,82,0.00,No
25,2025-02-10,16:17:58,34.80,43.00,353.08,8.15,3.26,5.43,268.12,27.16,54.32,82,-1,82,0.00,No
26,2025-02-10,16:18:00,34.70,43.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
27,2025-02-10,16:18:02,34.70,43.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
28,2025-02-10,16:18:04,34.70,43.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
29,2025-02-10,16:18:06,34.70,43.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
30,2025-02-10,16:18:08,34.70,44.00,353.08,8.15,3.26,5.43,268.12,27.16,54.32,82,-1,82,0.00,No
31,2025-02-10,16:18:10,34.70,44.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
32,2025-02-10,16:18:12,34.70,44.00,352.08,8.12,3.25,5.42,267.54,27.08,54.17,82,-1,82,0.00,No
33,2025-02-10,16:18:14,34.70,44.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
34,2025-02-10,16:18:16,34.70,44.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
35,2025-02-10,16:18:19,34.80,44.00,357.12,8.24,3.30,5.49,270.48,27.47,54.94,83,-1,83,0.00,No
36,2025-02-10,16:18:21,34.80,44.00,355.09,8.19,3.28,5.46,269.29,27.31,54.63,82,-1,82,0.00,No
37,2025-02-10,16:18:23,34.80,44.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
38,2025-02-10,16:18:25,34.80,44.00,352.08,8.12,3.25,5.42,267.54,27.08,54.17,82,-1,82,0.00,No
39,2025-02-10,16:18:27,34.80,44.00,352.08,8.12,3.25,5.42,267.54,27.08,54.17,82,-1,82,0.00,No
40,2025-02-10,16:18:29,34.80,44.00,355.09,8.19,3.28,5.46,269.29,27.31,54.63,82,-1,82,0.00,No
41,2025-02-10,16:18:31,34.80,44.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
42,2025-02-10,16:18:33,34.80,44.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
43,2025-02-10,16:18:35,34.80,44.00,355.09,8.19,3.28,5.46,269.29,27.31,54.63,82,-1,82,0.00,No
44,2025-02-10,16:18:37,34.80,44.00,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83,51,83,0.00,No
45,2025-02-10,16:18:40,34.80,43.00,358.15,8.26,3.31,5.51,271.07,27.55,55.10,83,51,83,0.00,No
46,2025-02-10,16:18:42,34.80,43.00,357.12,8.24,3.30,5.49,270.48,27.47,54.94,83,-1,83,0.00,No
47,2025-02-10,16:18:44,34.80,43.00,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83,51,83,0.00,No
48,2025-02-10,16:18:46,34.70,43.00,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83,51,83,0.00,No
49,2025-02-10,16:18:48,34.70,43.00,355.09,8.19,3.28,5.46,269.29,27.31,54.63,82,-1,82,0.00,No
50,2025-02-10,16:18:50,34.70,43.00,357.12,8.24,3.30,5.49,270.48,27.47,54.94,83,-1,83,0.00,No
51,2025-02-10,16:18:52,34.70,43.00,357.12,8.24,3.30,5.49,270.48,27.47,54.94,83,-1,83,0.00,No
52,2025-02-10,16:18:54,34.70,43.00,358.15,8.26,3.31,5.51,271.07,27.55,55.10,83,51,83,0.00,No
53,2025-02-10,16:18:56,34.60,43.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
54,2025-02-10,16:18:58,34.60,43.00,357.12,8.24,3.30,5.49,270.48,27.47,54.94,83,-1,83,0.00,No
