Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
172,2025-02-14,15:16:29,32.40,55.00,342.37,7.90,3.16,5.27,261.85,26.34,52.67,80,48,80,100.00,No
1,2025-02-14,15:16:31,32.30,55.00,326.94,7.54,3.02,5.03,252.72,25.15,50.30,78,46,78,100.00,No
2,2025-02-14,15:16:33,32.30,55.00,325.20,7.50,3.00,5.00,251.69,25.02,50.03,78,46,78,100.00,No
3,2025-02-14,15:16:35,32.20,55.00,323.49,7.47,2.99,4.98,250.66,24.88,49.77,77,46,77,100.00,No
4,2025-02-14,15:16:37,32.20,56.00,324.34,7.48,2.99,4.99,251.17,24.95,49.90,78,46,78,100.00,No
5,2025-02-14,15:16:40,32.20,56.00,324.34,7.48,2.99,4.99,251.17,24.95,49.90,78,46,78,100.00,No
6,2025-02-14,15:16:42,32.20,56.00,324.34,7.48,2.99,4.99,251.17,24.95,49.90,78,46,78,100.00,No
7,2025-02-14,15:16:44,32.20,56.00,328.69,7.59,3.03,5.06,253.76,25.28,50.57,78,46,78,100.00,No
8,2025-02-14,15:16:46,32.20,56.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
9,2025-02-14,15:16:48,32.20,56.00,336.78,7.77,3.11,5.18,258.55,25.91,51.81,80,47,80,100.00,No
10,2025-02-14,15:16:50,32.20,56.00,334.04,7.71,3.08,5.14,256.93,25.70,51.39,79,47,79,100.00,No
11,2025-02-14,15:16:52,32.20,56.00,330.46,7.63,3.05,5.08,254.81,25.42,50.84,79,47,79,100.00,No
12,2025-02-14,15:16:54,32.20,56.00,334.04,7.71,3.08,5.14,256.93,25.70,51.39,79,47,79,100.00,No
13,2025-02-14,15:16:56,32.10,56.00,334.95,7.73,3.09,5.15,257.47,25.77,51.53,79,47,79,100.00,No
14,2025-02-14,15:16:58,32.10,56.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
15,2025-02-14,15:17:00,32.10,56.00,342.37,7.90,3.16,5.27,261.85,26.34,52.67,80,48,80,100.00,No
16,2025-02-14,15:17:03,32.00,56.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
17,2025-02-14,15:17:05,32.00,56.00,333.14,7.69,3.08,5.13,256.40,25.63,51.25,79,47,79,100.00,No
18,2025-02-14,15:17:07,31.90,56.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
19,2025-02-14,15:17:09,31.90,57.00,333.14,7.69,3.08,5.13,256.40,25.63,51.25,79,47,79,100.00,No
20,2025-02-14,15:17:11,31.90,57.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
21,2025-02-14,15:17:13,31.80,57.00,331.35,7.65,3.06,5.10,255.33,25.49,50.98,79,47,79,100.00,No
22,2025-02-14,15:17:15,31.80,57.00,331.35,7.65,3.06,5.10,255.33,25.49,50.98,79,47,79,100.00,No
23,2025-02-14,15:17:17,31.80,57.00,327.81,7.56,3.03,5.04,253.24,25.22,50.43,78,46,78,100.00,No
24,2025-02-14,15:17:19,31.80,57.00,326.94,7.54,3.02,5.03,252.72,25.15,50.30,78,46,78,100.00,No
25,2025-02-14,15:17:21,31.70,57.00,325.20,7.50,3.00,5.00,251.69,25.02,50.03,78,46,78,100.00,No
26,2025-02-14,15:17:24,31.70,57.00,322.63,7.45,2.98,4.96,250.16,24.82,49.64,77,45,77,100.00,No
27,2025-02-14,15:17:26,31.70,57.00,323.49,7.47,2.99,4.98,250.66,24.88,49.77,77,46,77,100.00,No
28,2025-02-14,15:17:28,31.70,57.00,324.34,7.48,2.99,4.99,251.17,24.95,49.90,78,46,78,100.00,No
29,2025-02-14,15:17:30,31.70,57.00,322.63,7.45,2.98,4.96,250.16,24.82,49.64,77,45,77,100.00,No
30,2025-02-14,15:17:32,31.70,57.00,320.94,7.41,2.96,4.94,249.15,24.69,49.38,77,45,77,100.00,No
31,2025-02-14,15:17:34,31.70,57.00,320.10,7.39,2.95,4.92,248.64,24.62,49.25,77,45,77,100.00,No
32,2025-02-14,15:17:36,31.70,57.00,320.10,7.39,2.95,4.92,248.64,24.62,49.25,77,45,77,100.00,No
33,2025-02-14,15:17:38,31.70,57.00,320.10,7.39,2.95,4.92,248.64,24.62,49.25,77,45,77,100.00,No
34,2025-02-14,15:17:40,31.70,57.00,320.10,7.39,2.95,4.92,248.64,24.62,49.25,77,45,77,100.00,No
35,2025-02-14,15:17:42,31.70,57.00,320.10,7.39,2.95,4.92,248.64,24.62,49.25,77,45,77,100.00,No
36,2025-02-14,15:17:45,31.70,57.00,319.26,7.37,2.95,4.91,248.14,24.56,49.12,77,45,77,100.00,No
37,2025-02-14,15:17:47,31.80,57.00,319.26,7.37,2.95,4.91,248.14,24.56,49.12,77,45,77,100.00,No
38,2025-02-14,15:17:49,31.80,57.00,319.26,7.37,2.95,4.91,248.14,24.56,49.12,77,45,77,100.00,No
39,2025-02-14,15:17:51,31.80,57.00,319.26,7.37,2.95,4.91,248.14,24.56,49.12,77,45,77,100.00,No
40,2025-02-14,15:17:53,31.80,57.00,320.10,7.39,2.95,4.92,248.64,24.62,49.25,77,45,77,100.00,No
41,2025-02-14,15:17:55,31.90,57.00,318.43,7.35,2.94,4.90,247.65,24.49,48.99,77,45,77,100.00,No
42,2025-02-14,15:17:57,31.90,57.00,316.78,7.31,2.92,4.87,246.66,24.37,48.73,76,45,76,100.00,No
43,2025-02-14,15:17:59,31.90,57.00,318.43,7.35,2.94,4.90,247.65,24.49,48.99,77,45,77,100.00,No
44,2025-02-14,15:18:02,32.00,57.00,320.94,7.41,2.96,4.94,249.15,24.69,49.38,77,45,77,100.00,No
45,2025-02-14,15:18:04,32.00,57.00,323.49,7.47,2.99,4.98,250.66,24.88,49.77,77,46,77,100.00,No
46,2025-02-14,15:18:06,32.00,57.00,323.49,7.47,2.99,4.98,250.66,24.88,49.77,77,46,77,100.00,No
47,2025-02-14,15:18:08,32.10,57.00,326.07,7.52,3.01,5.02,252.20,25.08,50.16,78,46,78,100.00,No
48,2025-02-14,15:18:10,32.10,57.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
49,2025-02-14,15:18:12,32.20,57.00,329.57,7.61,3.04,5.07,254.28,25.35,50.70,78,46,78,100.00,No
50,2025-02-14,15:18:14,32.20,57.00,330.46,7.63,3.05,5.08,254.81,25.42,50.84,79,47,79,100.00,No
51,2025-02-14,15:18:16,32.20,57.00,328.69,7.59,3.03,5.06,253.76,25.28,50.57,78,46,78,100.00,No
52,2025-02-14,15:18:18,32.20,56.00,327.81,7.56,3.03,5.04,253.24,25.22,50.43,78,46,78,100.00,No
53,2025-02-14,15:18:20,32.20,56.00,325.20,7.50,3.00,5.00,251.69,25.02,50.03,78,46,78,100.00,No
54,2025-02-14,15:18:23,32.20,55.00,324.34,7.48,2.99,4.99,251.17,24.95,49.90,78,46,78,100.00,No
55,2025-02-14,15:18:25,32.20,55.00,322.63,7.45,2.98,4.96,250.16,24.82,49.64,77,45,77,100.00,No
56,2025-02-14,15:18:27,32.20,55.00,325.20,7.50,3.00,5.00,251.69,25.02,50.03,78,46,78,100.00,No
57,2025-02-14,15:18:29,32.20,55.00,326.07,7.52,3.01,5.02,252.20,25.08,50.16,78,46,78,100.00,No
58,2025-02-14,15:18:31,32.20,55.00,326.07,7.52,3.01,5.02,252.20,25.08,50.16,78,46,78,100.00,No
59,2025-02-14,15:18:33,32.20,56.00,326.94,7.54,3.02,5.03,252.72,25.15,50.30,78,46,78,100.00,No
60,2025-02-14,15:18:35,32.20,56.00,326.07,7.52,3.01,5.02,252.20,25.08,50.16,78,46,78,100.00,No
