Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-10,16:23:07,34.70,44.00,353.08,8.15,3.26,5.43,268.12,27.16,54.32,82,-1,82,0.00,No
2,2025-02-10,16:23:09,34.70,44.00,355.09,8.19,3.28,5.46,269.29,27.31,54.63,82,-1,82,0.00,No
3,2025-02-10,16:23:11,34.70,44.00,352.08,8.12,3.25,5.42,267.54,27.08,54.17,82,-1,82,0.00,No
4,2025-02-10,16:23:14,34.70,44.00,351.09,8.10,3.24,5.40,266.96,27.01,54.01,82,-1,82,0.00,No
5,2025-02-10,16:23:16,34.70,44.00,353.08,8.15,3.26,5.43,268.12,27.16,54.32,82,-1,82,0.00,No
6,2025-02-10,16:23:18,34.70,44.00,355.09,8.19,3.28,5.46,269.29,27.31,54.63,82,-1,82,0.00,No
7,2025-02-10,16:23:20,34.70,44.00,355.09,8.19,3.28,5.46,269.29,27.31,54.63,82,-1,82,0.00,No
8,2025-02-10,16:23:22,34.70,44.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
9,2025-02-10,16:23:24,34.70,44.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
10,2025-02-10,16:23:26,34.70,44.00,353.08,8.15,3.26,5.43,268.12,27.16,54.32,82,-1,82,0.00,No
11,2025-02-10,16:23:28,34.70,44.00,357.12,8.24,3.30,5.49,270.48,27.47,54.94,83,-1,83,0.00,No
12,2025-02-10,16:23:30,34.70,44.00,355.09,8.19,3.28,5.46,269.29,27.31,54.63,82,-1,82,0.00,No
13,2025-02-10,16:23:32,34.60,44.00,348.14,8.03,3.21,5.36,265.23,26.78,53.56,81,49,81,0.00,No
14,2025-02-10,16:23:34,34.60,44.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
15,2025-02-10,16:23:37,34.60,44.00,353.08,8.15,3.26,5.43,268.12,27.16,54.32,82,-1,82,0.00,No
16,2025-02-10,16:23:39,34.60,44.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
17,2025-02-10,16:23:41,34.60,44.00,357.12,8.24,3.30,5.49,270.48,27.47,54.94,83,-1,83,0.00,No
18,2025-02-10,16:23:43,34.60,44.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
19,2025-02-10,16:23:45,34.60,44.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
20,2025-02-10,16:23:47,34.60,44.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
21,2025-02-10,16:23:49,34.60,44.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
22,2025-02-10,16:23:51,34.60,44.00,352.08,8.12,3.25,5.42,267.54,27.08,54.17,82,-1,82,0.00,No
23,2025-02-10,16:23:53,34.60,44.00,353.08,8.15,3.26,5.43,268.12,27.16,54.32,82,-1,82,0.00,No
