Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-10,15:10:56,32.20,47.00,375.29,8.66,3.46,5.77,281.00,28.87,57.74,86,52,86,0.00,No
2,2025-02-10,15:10:58,32.20,47.00,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86,52,86,0.00,No
3,2025-02-10,15:11:00,32.20,47.00,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86,52,86,0.00,No
4,2025-02-10,15:11:02,32.20,47.00,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86,52,86,0.00,No
5,2025-02-10,15:11:05,32.20,47.00,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86,52,86,0.00,No
6,2025-02-10,15:11:07,32.20,47.00,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86,52,86,0.00,No
7,2025-02-10,15:11:09,32.20,47.00,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86,52,86,0.00,No
8,2025-02-10,15:11:11,32.20,47.00,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86,52,86,0.00,No
9,2025-02-10,15:11:13,32.20,47.00,375.29,8.66,3.46,5.77,281.00,28.87,57.74,86,52,86,0.00,No
10,2025-02-10,15:11:15,32.20,47.00,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86,52,86,0.00,No
11,2025-02-10,15:11:17,32.20,47.00,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86,52,86,0.00,No
12,2025-02-10,15:11:19,32.20,47.00,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86,52,86,0.00,No
13,2025-02-10,15:11:21,32.20,47.00,377.54,8.71,3.48,5.81,282.29,29.04,58.08,86,52,86,0.00,No
14,2025-02-10,15:11:23,32.20,47.00,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86,52,86,0.00,No
15,2025-02-10,15:11:25,32.20,47.00,375.29,8.66,3.46,5.77,281.00,28.87,57.74,86,52,86,0.00,No
16,2025-02-10,15:11:27,32.20,47.00,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86,52,86,0.00,No
17,2025-02-10,15:11:30,32.20,47.00,377.54,8.71,3.48,5.81,282.29,29.04,58.08,86,52,86,0.00,No
18,2025-02-10,15:11:32,32.20,47.00,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86,52,86,0.00,No
