Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-10,15:53:02,34.30,44.00,355.09,8.19,3.28,5.46,269.29,27.31,54.63,82,-1,82,0.00,No
2,2025-02-10,15:53:05,34.40,44.00,353.08,8.15,3.26,5.43,268.12,27.16,54.32,82,-1,82,0.00,No
3,2025-02-10,15:53:07,34.40,44.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
4,2025-02-10,15:53:09,34.40,44.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
5,2025-02-10,15:53:11,34.40,44.00,358.15,8.26,3.31,5.51,271.07,27.55,55.10,83,51,83,0.00,No
6,2025-02-10,15:53:13,34.40,44.00,355.09,8.19,3.28,5.46,269.29,27.31,54.63,82,-1,82,0.00,No
7,2025-02-10,15:53:15,34.40,44.00,357.12,8.24,3.30,5.49,270.48,27.47,54.94,83,-1,83,0.00,No
8,2025-02-10,15:53:17,34.40,44.00,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83,51,83,0.00,No
9,2025-02-10,15:53:19,34.50,43.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
10,2025-02-10,15:53:21,34.50,43.00,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83,51,83,0.00,No
11,2025-02-10,15:53:23,34.50,43.00,359.18,8.29,3.32,5.53,271.67,27.63,55.26,83,51,83,0.00,No
12,2025-02-10,15:53:25,34.50,43.00,358.15,8.26,3.31,5.51,271.07,27.55,55.10,83,51,83,0.00,No
13,2025-02-10,15:53:28,34.50,43.00,356.10,8.22,3.29,5.48,269.88,27.39,54.79,83,-1,83,0.00,No
14,2025-02-10,15:53:30,34.50,43.00,354.08,8.17,3.27,5.45,268.70,27.24,54.47,82,-1,82,0.00,No
15,2025-02-10,15:53:32,34.50,43.00,352.08,8.12,3.25,5.42,267.54,27.08,54.17,82,-1,82,0.00,No
