Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
173,2025-02-10,16:53:12,33.20,50.00,434.03,10.02,4.01,6.68,314.25,33.39,66.77,95,56,95,0.00,No
1,2025-02-10,16:53:14,33.20,50.00,419.88,9.69,3.88,6.46,306.34,32.30,64.60,93,55,93,0.00,No
2,2025-02-10,16:53:16,33.20,50.00,415.80,9.60,3.84,6.40,304.04,31.98,63.97,92,55,92,0.00,No
3,2025-02-10,16:53:18,33.20,50.00,415.80,9.60,3.84,6.40,304.04,31.98,63.97,92,55,92,0.00,No
4,2025-02-10,16:53:20,33.20,50.00,419.88,9.69,3.88,6.46,306.34,32.30,64.60,93,55,93,0.00,No
5,2025-02-10,16:53:22,33.20,50.00,428.26,9.88,3.95,6.59,311.03,32.94,65.89,94,56,94,0.00,No
6,2025-02-10,16:53:24,33.20,50.00,417.15,9.63,3.85,6.42,304.80,32.09,64.18,93,55,93,0.00,No
7,2025-02-10,16:53:26,33.20,50.00,424.03,9.79,3.91,6.52,308.66,32.62,65.24,94,56,94,0.00,No
8,2025-02-10,16:53:28,33.20,50.00,422.64,9.75,3.90,6.50,307.88,32.51,65.02,93,55,93,0.00,No
9,2025-02-10,16:53:31,33.20,50.00,422.64,9.75,3.90,6.50,307.88,32.51,65.02,93,55,93,0.00,No
10,2025-02-10,16:53:33,33.20,50.00,422.64,9.75,3.90,6.50,307.88,32.51,65.02,93,55,93,0.00,No
11,2025-02-10,16:53:35,33.20,50.00,415.80,9.60,3.84,6.40,304.04,31.98,63.97,92,55,92,0.00,No
12,2025-02-10,16:53:37,33.20,50.00,418.51,9.66,3.86,6.44,305.57,32.19,64.39,93,55,93,0.00,No
13,2025-02-10,16:53:39,33.20,50.00,419.88,9.69,3.88,6.46,306.34,32.30,64.60,93,55,93,0.00,No
14,2025-02-10,16:53:41,33.20,50.00,424.03,9.79,3.91,6.52,308.66,32.62,65.24,94,56,94,0.00,No
15,2025-02-10,16:53:43,33.20,50.00,425.43,9.82,3.93,6.55,309.45,32.73,65.45,94,56,94,0.00,No
16,2025-02-10,16:53:45,33.20,50.00,422.64,9.75,3.90,6.50,307.88,32.51,65.02,93,55,93,0.00,No
17,2025-02-10,16:53:47,33.20,50.00,424.03,9.79,3.91,6.52,308.66,32.62,65.24,94,56,94,0.00,No
18,2025-02-10,16:53:49,33.20,50.00,424.03,9.79,3.91,6.52,308.66,32.62,65.24,94,56,94,0.00,No
19,2025-02-10,16:53:51,33.20,50.00,422.64,9.75,3.90,6.50,307.88,32.51,65.02,93,55,93,0.00,No
20,2025-02-10,16:53:53,33.20,50.00,424.03,9.79,3.91,6.52,308.66,32.62,65.24,94,56,94,0.00,No
21,2025-02-10,16:53:56,33.20,50.00,417.15,9.63,3.85,6.42,304.80,32.09,64.18,93,55,93,0.00,No
22,2025-02-10,16:53:58,33.20,50.00,429.69,9.92,3.97,6.61,311.83,33.05,66.11,95,56,95,0.00,No
23,2025-02-10,16:54:00,33.20,49.00,429.69,9.92,3.97,6.61,311.83,33.05,66.11,95,56,95,0.00,No
24,2025-02-10,16:54:02,33.20,49.00,421.25,9.72,3.89,6.48,307.11,32.40,64.81,93,55,93,0.00,No
25,2025-02-10,16:54:04,33.20,49.00,424.03,9.79,3.91,6.52,308.66,32.62,65.24,94,56,94,0.00,No
26,2025-02-10,16:54:06,33.10,49.00,429.69,9.92,3.97,6.61,311.83,33.05,66.11,95,56,95,0.00,No
27,2025-02-10,16:54:08,33.10,49.00,431.13,9.95,3.98,6.63,312.63,33.16,66.33,95,56,95,0.00,No
28,2025-02-10,16:54:10,33.10,50.00,424.03,9.79,3.91,6.52,308.66,32.62,65.24,94,56,94,0.00,No
29,2025-02-10,16:54:12,33.10,50.00,431.13,9.95,3.98,6.63,312.63,33.16,66.33,95,56,95,0.00,No
30,2025-02-10,16:54:14,33.10,50.00,429.69,9.92,3.97,6.61,311.83,33.05,66.11,95,56,95,0.00,No
31,2025-02-10,16:54:16,33.10,50.00,428.26,9.88,3.95,6.59,311.03,32.94,65.89,94,56,94,0.00,No
32,2025-02-10,16:54:19,33.10,50.00,425.43,9.82,3.93,6.55,309.45,32.73,65.45,94,56,94,0.00,No
33,2025-02-10,16:54:21,33.10,50.00,424.03,9.79,3.91,6.52,308.66,32.62,65.24,94,56,94,0.00,No
34,2025-02-10,16:54:23,33.10,50.00,431.13,9.95,3.98,6.63,312.63,33.16,66.33,95,56,95,0.00,No
35,2025-02-10,16:54:25,33.10,50.00,428.26,9.88,3.95,6.59,311.03,32.94,65.89,94,56,94,0.00,No
36,2025-02-10,16:54:27,33.10,50.00,425.43,9.82,3.93,6.55,309.45,32.73,65.45,94,56,94,0.00,No
37,2025-02-10,16:54:29,33.10,50.00,428.26,9.88,3.95,6.59,311.03,32.94,65.89,94,56,94,0.00,No
38,2025-02-10,16:54:31,33.10,50.00,424.03,9.79,3.91,6.52,308.66,32.62,65.24,94,56,94,0.00,No
39,2025-02-10,16:54:33,33.10,50.00,428.26,9.88,3.95,6.59,311.03,32.94,65.89,94,56,94,0.00,No
40,2025-02-10,16:54:35,33.10,50.00,428.26,9.88,3.95,6.59,311.03,32.94,65.89,94,56,94,0.00,No
41,2025-02-10,16:54:37,33.10,50.00,424.03,9.79,3.91,6.52,308.66,32.62,65.24,94,56,94,0.00,No
42,2025-02-10,16:54:39,33.10,50.00,428.26,9.88,3.95,6.59,311.03,32.94,65.89,94,56,94,0.00,No
43,2025-02-10,16:54:42,33.10,50.00,422.64,9.75,3.90,6.50,307.88,32.51,65.02,93,55,93,0.00,No
44,2025-02-10,16:54:44,33.10,50.00,431.13,9.95,3.98,6.63,312.63,33.16,66.33,95,56,95,0.00,No
45,2025-02-10,16:54:46,33.10,50.00,431.13,9.95,3.98,6.63,312.63,33.16,66.33,95,56,95,0.00,No
46,2025-02-10,16:54:48,33.10,50.00,424.03,9.79,3.91,6.52,308.66,32.62,65.24,94,56,94,0.00,No
47,2025-02-10,16:54:50,33.10,50.00,429.69,9.92,3.97,6.61,311.83,33.05,66.11,95,56,95,0.00,No
48,2025-02-10,16:54:52,33.10,50.00,431.13,9.95,3.98,6.63,312.63,33.16,66.33,95,56,95,0.00,No
49,2025-02-10,16:54:54,33.10,50.00,435.49,10.05,4.02,6.70,315.06,33.50,67.00,96,56,96,0.00,No
50,2025-02-10,16:54:56,33.10,50.00,431.13,9.95,3.98,6.63,312.63,33.16,66.33,95,56,95,0.00,No
51,2025-02-10,16:54:58,33.10,50.00,435.49,10.05,4.02,6.70,315.06,33.50,67.00,96,56,96,0.00,No
52,2025-02-10,16:55:00,33.10,50.00,428.26,9.88,3.95,6.59,311.03,32.94,65.89,94,56,94,0.00,No
53,2025-02-10,16:55:02,33.10,50.00,436.96,10.08,4.03,6.72,315.88,33.61,67.23,96,57,96,0.00,No
54,2025-02-10,16:55:05,33.10,50.00,434.03,10.02,4.01,6.68,314.25,33.39,66.77,95,56,95,0.00,No
55,2025-02-10,16:55:07,33.10,50.00,429.69,9.92,3.97,6.61,311.83,33.05,66.11,95,56,95,0.00,No
56,2025-02-10,16:55:09,33.10,50.00,434.03,10.02,4.01,6.68,314.25,33.39,66.77,95,56,95,0.00,No
57,2025-02-10,16:55:11,33.10,50.00,431.13,9.95,3.98,6.63,312.63,33.16,66.33,95,56,95,0.00,No
58,2025-02-10,16:55:13,33.10,50.00,436.96,10.08,4.03,6.72,315.88,33.61,67.23,96,57,96,0.00,No
59,2025-02-10,16:55:15,33.10,50.00,434.03,10.02,4.01,6.68,314.25,33.39,66.77,95,56,95,0.00,No
60,2025-02-10,16:55:17,33.10,50.00,431.13,9.95,3.98,6.63,312.63,33.16,66.33,95,56,95,0.00,No
61,2025-02-10,16:55:19,33.10,50.00,435.49,10.05,4.02,6.70,315.06,33.50,67.00,96,56,96,0.00,No
62,2025-02-10,16:55:21,33.10,50.00,434.03,10.02,4.01,6.68,314.25,33.39,66.77,95,56,95,0.00,No
