Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-14,14:16:21,34.40,52.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
2,2025-02-14,14:16:23,34.40,52.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
3,2025-02-14,14:16:25,34.40,52.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
4,2025-02-14,14:16:27,34.40,52.00,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75,44,75,100.00,No
5,2025-02-14,14:16:29,34.40,52.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
6,2025-02-14,14:16:31,34.40,52.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
7,2025-02-14,14:16:33,34.40,52.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
8,2025-02-14,14:16:36,34.40,52.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
9,2025-02-14,14:16:38,34.40,52.00,311.91,7.20,2.88,4.80,243.73,23.99,47.99,76,44,76,100.00,No
10,2025-02-14,14:16:40,34.40,52.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
11,2025-02-14,14:16:42,34.40,52.00,311.91,7.20,2.88,4.80,243.73,23.99,47.99,76,44,76,100.00,No
12,2025-02-14,14:16:44,34.40,52.00,311.91,7.20,2.88,4.80,243.73,23.99,47.99,76,44,76,100.00,No
13,2025-02-14,14:16:46,34.50,52.00,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75,44,75,100.00,No
14,2025-02-14,14:16:48,34.50,52.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
15,2025-02-14,14:16:50,34.50,52.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
16,2025-02-14,14:16:52,34.50,52.00,311.91,7.20,2.88,4.80,243.73,23.99,47.99,76,44,76,100.00,No
17,2025-02-14,14:16:54,34.60,52.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
18,2025-02-14,14:16:57,34.60,52.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
19,2025-02-14,14:16:59,34.60,52.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
20,2025-02-14,14:17:01,34.60,52.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
21,2025-02-14,14:17:03,34.70,51.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
22,2025-02-14,14:17:05,34.70,51.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
23,2025-02-14,14:17:07,34.70,51.00,313.52,7.23,2.89,4.82,244.70,24.12,48.23,76,44,76,100.00,No
24,2025-02-14,14:17:09,34.80,51.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
25,2025-02-14,14:17:11,34.80,51.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
