Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-14,13:40:15,35.50,46.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
2,2025-02-14,13:40:17,35.50,47.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
3,2025-02-14,13:40:19,35.50,47.00,304.08,7.02,2.81,4.68,239.02,23.39,46.78,74,43,74,100.00,No
4,2025-02-14,13:40:21,35.50,47.00,306.39,7.07,2.83,4.71,240.41,23.57,47.14,75,43,75,100.00,No
5,2025-02-14,13:40:23,35.50,47.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
6,2025-02-14,13:40:25,35.50,48.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
7,2025-02-14,13:40:27,35.50,48.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
8,2025-02-14,13:40:30,35.40,48.00,309.52,7.14,2.86,4.76,242.30,23.81,47.62,75,44,75,100.00,No
9,2025-02-14,13:40:32,35.40,49.00,309.52,7.14,2.86,4.76,242.30,23.81,47.62,75,44,75,100.00,No
10,2025-02-14,13:40:34,35.30,49.00,309.52,7.14,2.86,4.76,242.30,23.81,47.62,75,44,75,100.00,No
11,2025-02-14,13:40:36,35.20,49.00,304.85,7.03,2.81,4.69,239.48,23.45,46.90,74,43,74,100.00,No
12,2025-02-14,13:40:38,35.10,49.00,303.32,7.00,2.80,4.67,238.56,23.33,46.66,74,43,74,100.00,No
13,2025-02-14,13:40:40,35.00,48.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
14,2025-02-14,13:40:42,34.90,48.00,303.32,7.00,2.80,4.67,238.56,23.33,46.66,74,43,74,100.00,No
15,2025-02-14,13:40:44,34.80,48.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,No
16,2025-02-14,13:40:46,34.80,48.00,301.05,6.95,2.78,4.63,237.18,23.16,46.31,74,42,74,100.00,No
17,2025-02-14,13:40:48,34.70,49.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,No
18,2025-02-14,13:40:50,34.70,49.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,No
19,2025-02-14,13:40:53,34.70,49.00,301.05,6.95,2.78,4.63,237.18,23.16,46.31,74,42,74,100.00,No
20,2025-02-14,13:40:55,34.70,49.00,300.30,6.93,2.77,4.62,236.73,23.10,46.20,74,42,74,100.00,No
21,2025-02-14,13:40:57,34.60,49.00,301.05,6.95,2.78,4.63,237.18,23.16,46.31,74,42,74,100.00,No
22,2025-02-14,13:40:59,34.60,49.00,300.30,6.93,2.77,4.62,236.73,23.10,46.20,74,42,74,100.00,No
23,2025-02-14,13:41:01,34.60,49.00,299.55,6.91,2.77,4.61,236.27,23.04,46.08,74,42,74,100.00,No
24,2025-02-14,13:41:03,34.60,49.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
25,2025-02-14,13:41:05,34.70,49.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,No
26,2025-02-14,13:41:07,34.70,49.00,298.81,6.90,2.76,4.60,235.82,22.99,45.97,73,42,73,100.00,No
27,2025-02-14,13:41:09,34.70,49.00,301.05,6.95,2.78,4.63,237.18,23.16,46.31,74,42,74,100.00,No
28,2025-02-14,13:41:11,34.70,49.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
29,2025-02-14,13:41:13,34.80,49.00,304.85,7.03,2.81,4.69,239.48,23.45,46.90,74,43,74,100.00,No
30,2025-02-14,13:41:16,34.80,49.00,304.85,7.03,2.81,4.69,239.48,23.45,46.90,74,43,74,100.00,No
31,2025-02-14,13:41:18,34.80,49.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
32,2025-02-14,13:41:20,34.80,49.00,304.08,7.02,2.81,4.68,239.02,23.39,46.78,74,43,74,100.00,No
33,2025-02-14,13:41:22,34.80,49.00,308.73,7.12,2.85,4.75,241.83,23.75,47.50,75,43,75,100.00,No
34,2025-02-14,13:41:24,34.80,49.00,310.31,7.16,2.86,4.77,242.78,23.87,47.74,75,44,75,100.00,No
35,2025-02-14,13:41:26,34.80,49.00,315.14,7.27,2.91,4.85,245.67,24.24,48.48,76,44,76,100.00,No
36,2025-02-14,13:41:28,34.80,49.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
37,2025-02-14,13:41:30,34.80,49.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
38,2025-02-14,13:41:32,34.80,49.00,312.71,7.22,2.89,4.81,244.22,24.05,48.11,76,44,76,100.00,No
39,2025-02-14,13:41:34,34.70,50.00,314.32,7.25,2.90,4.84,245.19,24.18,48.36,76,44,76,100.00,No
40,2025-02-14,13:41:37,34.70,50.00,311.11,7.18,2.87,4.79,243.25,23.93,47.86,75,44,75,100.00,No
41,2025-02-14,13:41:39,34.60,50.00,307.17,7.09,2.84,4.73,240.88,23.63,47.26,75,43,75,100.00,No
42,2025-02-14,13:41:41,34.50,50.00,305.62,7.05,2.82,4.70,239.95,23.51,47.02,74,43,74,100.00,No
43,2025-02-14,13:41:43,34.50,50.00,305.62,7.05,2.82,4.70,239.95,23.51,47.02,74,43,74,100.00,No
44,2025-02-14,13:41:45,34.40,51.00,306.39,7.07,2.83,4.71,240.41,23.57,47.14,75,43,75,100.00,No
45,2025-02-14,13:41:47,34.40,51.00,304.08,7.02,2.81,4.68,239.02,23.39,46.78,74,43,74,100.00,No
46,2025-02-14,13:41:49,34.30,51.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
47,2025-02-14,13:41:51,34.30,51.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,No
48,2025-02-14,13:41:53,34.30,51.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
49,2025-02-14,13:41:55,34.30,51.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,No
50,2025-02-14,13:41:58,34.20,51.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,No
51,2025-02-14,13:42:00,34.20,51.00,300.30,6.93,2.77,4.62,236.73,23.10,46.20,74,42,74,100.00,No
52,2025-02-14,13:42:02,34.20,51.00,301.05,6.95,2.78,4.63,237.18,23.16,46.31,74,42,74,100.00,No
53,2025-02-14,13:42:04,34.30,51.00,299.55,6.91,2.77,4.61,236.27,23.04,46.08,74,42,74,100.00,No
54,2025-02-14,13:42:06,34.30,51.00,300.30,6.93,2.77,4.62,236.73,23.10,46.20,74,42,74,100.00,No
55,2025-02-14,13:42:08,34.30,51.00,300.30,6.93,2.77,4.62,236.73,23.10,46.20,74,42,74,100.00,No
56,2025-02-14,13:42:10,34.30,51.00,300.30,6.93,2.77,4.62,236.73,23.10,46.20,74,42,74,100.00,No
57,2025-02-14,13:42:12,34.40,51.00,301.05,6.95,2.78,4.63,237.18,23.16,46.31,74,42,74,100.00,No
58,2025-02-14,13:42:14,34.40,51.00,301.05,6.95,2.78,4.63,237.18,23.16,46.31,74,42,74,100.00,No
59,2025-02-14,13:42:16,34.40,51.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
60,2025-02-14,13:42:19,34.50,51.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,No
61,2025-02-14,13:42:21,34.50,51.00,301.05,6.95,2.78,4.63,237.18,23.16,46.31,74,42,74,100.00,No
62,2025-02-14,13:42:23,34.50,51.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
63,2025-02-14,13:42:25,34.60,51.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
64,2025-02-14,13:42:27,34.60,51.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
65,2025-02-14,13:42:29,34.70,51.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
66,2025-02-14,13:42:31,34.70,51.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,No
67,2025-02-14,13:42:33,34.70,50.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,No
68,2025-02-14,13:42:35,34.80,50.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,No
69,2025-02-14,13:42:37,34.80,49.00,301.05,6.95,2.78,4.63,237.18,23.16,46.31,74,42,74,100.00,No
70,2025-02-14,13:42:39,34.80,48.00,300.30,6.93,2.77,4.62,236.73,23.10,46.20,74,42,74,100.00,No
