Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-14,16:22:41,31.90,58.00,342.37,7.90,3.16,5.27,261.85,26.34,52.67,80,48,80,100.00,No
2,2025-02-14,16:22:43,31.90,58.00,341.43,7.88,3.15,5.25,261.29,26.26,52.53,80,48,80,100.00,No
3,2025-02-14,16:22:45,31.90,58.00,341.43,7.88,3.15,5.25,261.29,26.26,52.53,80,48,80,100.00,No
4,2025-02-14,16:22:47,31.90,58.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
5,2025-02-14,16:22:49,31.90,58.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
6,2025-02-14,16:22:51,31.90,58.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
7,2025-02-14,16:22:53,31.90,58.00,342.37,7.90,3.16,5.27,261.85,26.34,52.67,80,48,80,100.00,No
8,2025-02-14,16:22:56,31.80,58.00,339.56,7.84,3.13,5.22,260.19,26.12,52.24,80,48,80,100.00,No
9,2025-02-14,16:22:58,31.80,58.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
10,2025-02-14,16:23:00,31.80,58.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
11,2025-02-14,16:23:02,31.80,58.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
12,2025-02-14,16:23:04,31.80,58.00,341.43,7.88,3.15,5.25,261.29,26.26,52.53,80,48,80,100.00,No
13,2025-02-14,16:23:06,31.80,58.00,337.70,7.79,3.12,5.20,259.09,25.98,51.95,80,48,80,100.00,No
14,2025-02-14,16:23:08,31.80,58.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
15,2025-02-14,16:23:10,31.80,58.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
16,2025-02-14,16:23:12,31.80,58.00,340.49,7.86,3.14,5.24,260.74,26.19,52.38,80,48,80,100.00,No
17,2025-02-14,16:23:15,31.80,58.00,338.63,7.81,3.13,5.21,259.64,26.05,52.10,80,48,80,100.00,No
