Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-14,13:34:14,35.10,49.00,296.60,6.84,2.74,4.56,234.48,22.82,45.63,73,42,73,100.00,No
2,2025-02-14,13:34:16,35.20,49.00,297.33,6.86,2.74,4.57,234.93,22.87,45.74,73,42,73,100.00,No
3,2025-02-14,13:34:18,35.20,49.00,298.81,6.90,2.76,4.60,235.82,22.99,45.97,73,42,73,100.00,No
4,2025-02-14,13:34:20,35.20,49.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,No
5,2025-02-14,13:34:22,35.20,49.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,No
6,2025-02-14,13:34:24,35.30,49.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
7,2025-02-14,13:34:27,35.30,48.00,299.55,6.91,2.77,4.61,236.27,23.04,46.08,74,42,74,100.00,No
8,2025-02-14,13:34:29,35.30,48.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
9,2025-02-14,13:34:31,35.30,48.00,300.30,6.93,2.77,4.62,236.73,23.10,46.20,74,42,74,100.00,No
10,2025-02-14,13:34:33,35.30,48.00,298.81,6.90,2.76,4.60,235.82,22.99,45.97,73,42,73,100.00,No
11,2025-02-14,13:34:35,35.30,48.00,298.07,6.88,2.75,4.59,235.37,22.93,45.86,73,42,73,100.00,No
12,2025-02-14,13:34:37,35.30,48.00,300.30,6.93,2.77,4.62,236.73,23.10,46.20,74,42,74,100.00,No
13,2025-02-14,13:34:39,35.30,48.00,298.07,6.88,2.75,4.59,235.37,22.93,45.86,73,42,73,100.00,No
14,2025-02-14,13:34:41,35.40,47.00,301.05,6.95,2.78,4.63,237.18,23.16,46.31,74,42,74,100.00,No
15,2025-02-14,13:34:43,35.40,47.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
16,2025-02-14,13:34:45,35.40,47.00,300.30,6.93,2.77,4.62,236.73,23.10,46.20,74,42,74,100.00,No
17,2025-02-14,13:34:47,35.40,47.00,301.80,6.96,2.79,4.64,237.64,23.22,46.43,74,42,74,100.00,No
18,2025-02-14,13:34:50,35.40,47.00,301.05,6.95,2.78,4.63,237.18,23.16,46.31,74,42,74,100.00,No
19,2025-02-14,13:34:52,35.40,47.00,301.05,6.95,2.78,4.63,237.18,23.16,46.31,74,42,74,100.00,No
20,2025-02-14,13:34:54,35.40,47.00,299.55,6.91,2.77,4.61,236.27,23.04,46.08,74,42,74,100.00,No
21,2025-02-14,13:34:56,35.40,47.00,302.56,6.98,2.79,4.65,238.10,23.27,46.55,74,43,74,100.00,No
22,2025-02-14,13:34:58,35.40,47.00,301.05,6.95,2.78,4.63,237.18,23.16,46.31,74,42,74,100.00,No
23,2025-02-14,13:35:00,35.50,48.00,301.05,6.95,2.78,4.63,237.18,23.16,46.31,74,42,74,100.00,No
24,2025-02-14,13:35:02,35.50,48.00,301.05,6.95,2.78,4.63,237.18,23.16,46.31,74,42,74,100.00,No
25,2025-02-14,13:35:04,35.50,48.00,301.05,6.95,2.78,4.63,237.18,23.16,46.31,74,42,74,100.00,No
