Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-14,15:22:31,32.60,54.00,324.34,7.48,2.99,4.99,251.17,24.95,49.90,78,46,78,100.00,No
2,2025-02-14,15:22:33,32.60,54.00,324.34,7.48,2.99,4.99,251.17,24.95,49.90,78,46,78,100.00,No
3,2025-02-14,15:22:35,32.60,53.00,323.49,7.47,2.99,4.98,250.66,24.88,49.77,77,46,77,100.00,No
4,2025-02-14,15:22:37,32.60,53.00,323.49,7.47,2.99,4.98,250.66,24.88,49.77,77,46,77,100.00,No
5,2025-02-14,15:22:39,32.60,53.00,324.34,7.48,2.99,4.99,251.17,24.95,49.90,78,46,78,100.00,No
6,2025-02-14,15:22:42,32.60,52.00,323.49,7.47,2.99,4.98,250.66,24.88,49.77,77,46,77,100.00,No
7,2025-02-14,15:22:44,32.60,52.00,324.34,7.48,2.99,4.99,251.17,24.95,49.90,78,46,78,100.00,No
8,2025-02-14,15:22:46,32.60,52.00,322.63,7.45,2.98,4.96,250.16,24.82,49.64,77,45,77,100.00,No
9,2025-02-14,15:22:48,32.60,53.00,322.63,7.45,2.98,4.96,250.16,24.82,49.64,77,45,77,100.00,No
10,2025-02-14,15:22:50,32.60,53.00,323.49,7.47,2.99,4.98,250.66,24.88,49.77,77,46,77,100.00,No
11,2025-02-14,15:22:52,32.60,53.00,324.34,7.48,2.99,4.99,251.17,24.95,49.90,78,46,78,100.00,No
12,2025-02-14,15:22:54,32.60,53.00,325.20,7.50,3.00,5.00,251.69,25.02,50.03,78,46,78,100.00,No
13,2025-02-14,15:22:56,32.60,53.00,322.63,7.45,2.98,4.96,250.16,24.82,49.64,77,45,77,100.00,No
14,2025-02-14,15:22:58,32.60,53.00,322.63,7.45,2.98,4.96,250.16,24.82,49.64,77,45,77,100.00,No
15,2025-02-14,15:23:00,32.60,53.00,324.34,7.48,2.99,4.99,251.17,24.95,49.90,78,46,78,100.00,No
16,2025-02-14,15:23:03,32.60,53.00,323.49,7.47,2.99,4.98,250.66,24.88,49.77,77,46,77,100.00,No
17,2025-02-14,15:23:05,32.60,53.00,320.94,7.41,2.96,4.94,249.15,24.69,49.38,77,45,77,100.00,No
18,2025-02-14,15:23:07,32.60,53.00,323.49,7.47,2.99,4.98,250.66,24.88,49.77,77,46,77,100.00,No
19,2025-02-14,15:23:09,32.70,53.00,322.63,7.45,2.98,4.96,250.16,24.82,49.64,77,45,77,100.00,No
20,2025-02-14,15:23:11,32.70,53.00,323.49,7.47,2.99,4.98,250.66,24.88,49.77,77,46,77,100.00,No
21,2025-02-14,15:23:13,32.70,53.00,323.49,7.47,2.99,4.98,250.66,24.88,49.77,77,46,77,100.00,No
22,2025-02-14,15:23:15,32.70,53.00,323.49,7.47,2.99,4.98,250.66,24.88,49.77,77,46,77,100.00,No
23,2025-02-14,15:23:17,32.70,53.00,323.49,7.47,2.99,4.98,250.66,24.88,49.77,77,46,77,100.00,No
24,2025-02-14,15:23:19,32.70,53.00,325.20,7.50,3.00,5.00,251.69,25.02,50.03,78,46,78,100.00,No
25,2025-02-14,15:23:22,32.70,53.00,322.63,7.45,2.98,4.96,250.16,24.82,49.64,77,45,77,100.00,No
26,2025-02-14,15:23:24,32.70,52.00,323.49,7.47,2.99,4.98,250.66,24.88,49.77,77,46,77,100.00,No
27,2025-02-14,15:23:26,32.80,52.00,322.63,7.45,2.98,4.96,250.16,24.82,49.64,77,45,77,100.00,No
28,2025-02-14,15:23:28,32.80,52.00,322.63,7.45,2.98,4.96,250.16,24.82,49.64,77,45,77,100.00,No
29,2025-02-14,15:23:30,32.80,52.00,322.63,7.45,2.98,4.96,250.16,24.82,49.64,77,45,77,100.00,No
30,2025-02-14,15:23:32,32.80,52.00,325.20,7.50,3.00,5.00,251.69,25.02,50.03,78,46,78,100.00,No
31,2025-02-14,15:23:34,32.80,52.00,324.34,7.48,2.99,4.99,251.17,24.95,49.90,78,46,78,100.00,No
32,2025-02-14,15:23:36,32.80,52.00,322.63,7.45,2.98,4.96,250.16,24.82,49.64,77,45,77,100.00,No
33,2025-02-14,15:23:38,32.80,52.00,323.49,7.47,2.99,4.98,250.66,24.88,49.77,77,46,77,100.00,No
34,2025-02-14,15:23:40,32.80,52.00,323.49,7.47,2.99,4.98,250.66,24.88,49.77,77,46,77,100.00,No
35,2025-02-14,15:23:43,32.80,52.00,324.34,7.48,2.99,4.99,251.17,24.95,49.90,78,46,78,100.00,No
36,2025-02-14,15:23:45,32.80,53.00,323.49,7.47,2.99,4.98,250.66,24.88,49.77,77,46,77,100.00,No
37,2025-02-14,15:23:47,32.80,53.00,323.49,7.47,2.99,4.98,250.66,24.88,49.77,77,46,77,100.00,No
38,2025-02-14,15:23:49,32.80,53.00,324.34,7.48,2.99,4.99,251.17,24.95,49.90,78,46,78,100.00,No
39,2025-02-14,15:23:51,32.80,53.00,322.63,7.45,2.98,4.96,250.16,24.82,49.64,77,45,77,100.00,No
