Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Battery_Percentage,Rain_Detected
1,2025-02-10,14:58:46,31.50,45.00,411.79,9.50,3.80,6.34,301.79,31.68,63.35,92,55,92,0.00,No
1,2025-02-10,14:58:48,31.50,45.00,406.55,9.38,3.75,6.25,298.83,31.27,62.55,91,54,91,0.00,No
2,2025-02-10,14:58:50,31.50,45.00,401.44,9.26,3.71,6.18,295.94,30.88,61.76,90,54,90,0.00,No
3,2025-02-10,14:58:52,31.50,45.00,407.85,9.41,3.76,6.27,299.57,31.37,62.75,91,54,91,0.00,No
4,2025-02-10,14:58:54,31.50,45.00,393.98,9.09,3.64,6.06,291.70,30.31,60.61,89,53,89,0.00,No
5,2025-02-10,14:58:56,31.50,45.00,392.77,9.06,3.63,6.04,291.01,30.21,60.43,89,53,89,0.00,No
6,2025-02-10,14:58:58,31.60,45.00,393.98,9.09,3.64,6.06,291.70,30.31,60.61,89,53,89,0.00,No
7,2025-02-10,14:59:00,31.50,45.00,389.15,8.98,3.59,5.99,288.95,29.93,59.87,88,53,88,0.00,No
8,2025-02-10,14:59:02,31.50,45.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,0.00,No
9,2025-02-10,14:59:04,31.60,45.00,389.15,8.98,3.59,5.99,288.95,29.93,59.87,88,53,88,0.00,No
10,2025-02-10,14:59:06,31.60,45.00,392.77,9.06,3.63,6.04,291.01,30.21,60.43,89,53,89,0.00,No
11,2025-02-10,14:59:09,31.60,45.00,389.15,8.98,3.59,5.99,288.95,29.93,59.87,88,53,88,0.00,No
12,2025-02-10,14:59:11,31.60,45.00,389.15,8.98,3.59,5.99,288.95,29.93,59.87,88,53,88,0.00,No
13,2025-02-10,14:59:13,31.60,45.00,384.43,8.87,3.55,5.91,286.25,29.57,59.14,87,53,87,0.00,No
14,2025-02-10,14:59:15,31.60,45.00,389.15,8.98,3.59,5.99,288.95,29.93,59.87,88,53,88,0.00,No
15,2025-02-10,14:59:17,31.60,45.00,393.98,9.09,3.64,6.06,291.70,30.31,60.61,89,53,89,0.00,No
16,2025-02-10,14:59:19,31.60,45.00,390.35,9.01,3.60,6.01,289.63,30.03,60.05,88,53,88,0.00,No
17,2025-02-10,14:59:21,31.60,45.00,392.77,9.06,3.63,6.04,291.01,30.21,60.43,89,53,89,0.00,No
18,2025-02-10,14:59:23,31.60,45.00,389.15,8.98,3.59,5.99,288.95,29.93,59.87,88,53,88,0.00,No
19,2025-02-10,14:59:25,31.60,45.00,389.15,8.98,3.59,5.99,288.95,29.93,59.87,88,53,88,0.00,No
20,2025-02-10,14:59:27,31.60,45.00,392.77,9.06,3.63,6.04,291.01,30.21,60.43,89,53,89,0.00,No
21,2025-02-10,14:59:29,31.60,45.00,392.77,9.06,3.63,6.04,291.01,30.21,60.43,89,53,89,0.00,No
22,2025-02-10,14:59:31,31.60,45.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,0.00,No
23,2025-02-10,14:59:33,31.60,45.00,387.96,8.95,3.58,5.97,288.27,29.84,59.69,88,53,88,0.00,No
24,2025-02-10,14:59:35,31.60,45.00,389.15,8.98,3.59,5.99,288.95,29.93,59.87,88,53,88,0.00,No
25,2025-02-10,14:59:37,31.60,45.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,0.00,No
26,2025-02-10,14:59:40,31.60,45.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,0.00,No
27,2025-02-10,14:59:42,31.60,45.00,392.77,9.06,3.63,6.04,291.01,30.21,60.43,89,53,89,0.00,No
28,2025-02-10,14:59:44,31.60,45.00,390.35,9.01,3.60,6.01,289.63,30.03,60.05,88,53,88,0.00,No
29,2025-02-10,14:59:46,31.60,45.00,393.98,9.09,3.64,6.06,291.70,30.31,60.61,89,53,89,0.00,No
30,2025-02-10,14:59:48,31.60,45.00,395.21,9.12,3.65,6.08,292.40,30.40,60.80,89,53,89,0.00,No
31,2025-02-10,14:59:50,31.70,45.00,386.78,8.93,3.57,5.95,287.59,29.75,59.50,88,53,88,0.00,No
32,2025-02-10,14:59:52,31.70,45.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,0.00,No
33,2025-02-10,14:59:54,31.70,45.00,386.78,8.93,3.57,5.95,287.59,29.75,59.50,88,53,88,0.00,No
34,2025-02-10,14:59:56,31.70,45.00,392.77,9.06,3.63,6.04,291.01,30.21,60.43,89,53,89,0.00,No
35,2025-02-10,14:59:58,31.70,45.00,387.96,8.95,3.58,5.97,288.27,29.84,59.69,88,53,88,0.00,No
36,2025-02-10,15:00:00,31.70,45.00,393.98,9.09,3.64,6.06,291.70,30.31,60.61,89,53,89,0.00,No
37,2025-02-10,15:00:02,31.70,45.00,386.78,8.93,3.57,5.95,287.59,29.75,59.50,88,53,88,0.00,No
38,2025-02-10,15:00:04,31.70,45.00,392.77,9.06,3.63,6.04,291.01,30.21,60.43,89,53,89,0.00,No
39,2025-02-10,15:00:06,31.70,45.00,383.26,8.84,3.54,5.90,285.58,29.48,58.96,87,52,87,0.00,No
40,2025-02-10,15:00:09,31.70,45.00,390.35,9.01,3.60,6.01,289.63,30.03,60.05,88,53,88,0.00,No
41,2025-02-10,15:00:11,31.70,45.00,383.26,8.84,3.54,5.90,285.58,29.48,58.96,87,52,87,0.00,No
42,2025-02-10,15:00:13,31.70,45.00,392.77,9.06,3.63,6.04,291.01,30.21,60.43,89,53,89,0.00,No
43,2025-02-10,15:00:15,31.70,45.00,386.78,8.93,3.57,5.95,287.59,29.75,59.50,88,53,88,0.00,No
44,2025-02-10,15:00:17,31.70,45.00,390.35,9.01,3.60,6.01,289.63,30.03,60.05,88,53,88,0.00,No
45,2025-02-10,15:00:19,31.70,45.00,390.35,9.01,3.60,6.01,289.63,30.03,60.05,88,53,88,0.00,No
46,2025-02-10,15:00:21,31.70,45.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,0.00,No
47,2025-02-10,15:00:23,31.70,45.00,386.78,8.93,3.57,5.95,287.59,29.75,59.50,88,53,88,0.00,No
48,2025-02-10,15:00:25,31.70,45.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,0.00,No
49,2025-02-10,15:00:27,31.70,45.00,386.78,8.93,3.57,5.95,287.59,29.75,59.50,88,53,88,0.00,No
50,2025-02-10,15:00:29,31.70,45.00,384.43,8.87,3.55,5.91,286.25,29.57,59.14,87,53,87,0.00,No
51,2025-02-10,15:00:31,31.70,45.00,390.35,9.01,3.60,6.01,289.63,30.03,60.05,88,53,88,0.00,No
52,2025-02-10,15:00:33,31.70,45.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,0.00,No
53,2025-02-10,15:00:35,31.70,45.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,0.00,No
54,2025-02-10,15:00:38,31.70,45.00,384.43,8.87,3.55,5.91,286.25,29.57,59.14,87,53,87,0.00,No
55,2025-02-10,15:00:40,31.80,45.00,389.15,8.98,3.59,5.99,288.95,29.93,59.87,88,53,88,0.00,No
56,2025-02-10,15:00:42,31.80,45.00,386.78,8.93,3.57,5.95,287.59,29.75,59.50,88,53,88,0.00,No
57,2025-02-10,15:00:44,31.80,45.00,384.43,8.87,3.55,5.91,286.25,29.57,59.14,87,53,87,0.00,No
58,2025-02-10,15:00:46,31.80,45.00,390.35,9.01,3.60,6.01,289.63,30.03,60.05,88,53,88,0.00,No
59,2025-02-10,15:00:48,31.80,45.00,389.15,8.98,3.59,5.99,288.95,29.93,59.87,88,53,88,0.00,No
60,2025-02-10,15:00:50,31.80,45.00,387.96,8.95,3.58,5.97,288.27,29.84,59.69,88,53,88,0.00,No
61,2025-02-10,15:00:52,31.80,45.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,0.00,No
62,2025-02-10,15:00:54,31.80,45.00,387.96,8.95,3.58,5.97,288.27,29.84,59.69,88,53,88,0.00,No
63,2025-02-10,15:00:56,31.80,45.00,382.11,8.82,3.53,5.88,284.91,29.39,58.79,87,52,87,0.00,No
64,2025-02-10,15:00:58,31.80,45.00,384.43,8.87,3.55,5.91,286.25,29.57,59.14,87,53,87,0.00,No
65,2025-02-10,15:01:00,31.80,45.00,389.15,8.98,3.59,5.99,288.95,29.93,59.87,88,53,88,0.00,No
66,2025-02-10,15:01:02,31.80,45.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,0.00,No
67,2025-02-10,15:01:05,31.80,45.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,0.00,No
68,2025-02-10,15:01:07,31.80,45.00,390.35,9.01,3.60,6.01,289.63,30.03,60.05,88,53,88,0.00,No
69,2025-02-10,15:01:09,31.80,45.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,0.00,No
70,2025-02-10,15:01:11,31.80,45.00,386.78,8.93,3.57,5.95,287.59,29.75,59.50,88,53,88,0.00,No
71,2025-02-10,15:01:13,31.80,45.00,390.35,9.01,3.60,6.01,289.63,30.03,60.05,88,53,88,0.00,No
72,2025-02-10,15:01:15,31.80,45.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,0.00,No
73,2025-02-10,15:01:17,31.80,45.00,389.15,8.98,3.59,5.99,288.95,29.93,59.87,88,53,88,0.00,No
74,2025-02-10,15:01:19,31.80,45.00,391.55,9.04,3.61,6.02,290.32,30.12,60.24,88,53,88,0.00,No
75,2025-02-10,15:01:21,31.80,45.00,386.78,8.93,3.57,5.95,287.59,29.75,59.50,88,53,88,0.00,No
